BOTTLE,20180419CCHSIOCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# Merged parameters: CTDPRS, CTDTMP, CTDSAL, CTDSAL_FLAG_W, SALNTY, SALNTY_FLAG_W, CTDOXY
# 20170811CCHSIOCBG
# Merged parameters: ALKALI, ALKALI_FLAG_W, PH_TOT_FLAG_W, PH_TMP, DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, SF6, SF6_FLAG_W
# 20160217PRINUNIVRMK
# file processed by CCHDO on 2016-02-20
# 2/15/16 Initialized README file  
# Data source: CCHDO 
# SHIP: R/V Ron BrownCruise:  
# Region: NE Pacific, Leg 1 of P16N (A.K.A. P16C) 
# EXPOCODE: 33RO20150410 
# DATES: 20150410 - 20150513 
# Chief Scientist: Jessica Cross, Samantha Siedlecki 
# 112 stations with 24 place Rosette 
# Hydro: Who - G.Johnson, M.Baringer; Status - final 
#       Notes:   
# Nutrients: Who - C.Mordy; Status - final 
#       Notes: Final data from E.Wisgarver via CCHDO Jan 7, 2016 
# O2: Who - C. Langdon; Status - final 
#       Notes: final data from Langdon via CCHDO Feb 2, 2016 
# TCO2: Who - S.Alin, R. Wanninkhof; Status - final 
#       Notes: data from D.Greely via CDIAC 11/20/15 
# TA: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# PH: Who - A.Dickson; Status - final 
#       Notes: Data rcd 8/30/16 
# CFC: Who - J.Bullister; Status -final 
#       Notes: added 3/11/16 
# C14: Who - R.Key,A.McNichol; Status - being analyzed 
#       Notes:  
# H3/He3: Who - W. Jenkins; Status - final
#       Notes:  added 2018-04-19
# DOC/TDN: Who - C.Carlson; Status -final 
#       Notes: Data rcd from Carlson via NCEI 6/6/17 
# Organics: Who - N.Nelson; Status -being analyzed 
#       Notes:  
# These data should be cited as: 
# DOI: 10.7942/C2WC7C 
# References that have used data from this cruise:
#
# Principal Programs of P16N Leg 1
# 
# Chief Scientist               Jessica Cross             PMEL          jessica.cross@noaa.gov                 
# Co-Chief Scientist            Samantha Siedlecki        JISAO         siedlesa@uw.edu     
# 
# Analysis                            Institution   Principal Investigator   email                      
# ----------------------               -----------   -----------------        -------------------------
# 
# CTDO                                NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Fluorometer / C-OPS                 UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# Transmissometer                     TAMU          Wilford Gardner          wgardner@ocean.tamu.edu    
# Underwater Vision Profiler (UVP)    UAF           Andrew McDonnell         amcdonnell@alaska.edu      
# Lowered ADCP                        LDEO          Andreas Thurnherr        ant@ldeo.columbia.edu      
# Chipods                             OSU           Jonathan Nash            nash@coas.oregonstate.edu  
# Data Management                     SIO/ODF       James Swift              jswift@ucsd.edu            
#                                     SIO/ODF       Susan Becker             sbecker@ucsd.edu           
# Chlorofluorocarbons(CFCs)/SF6/N2O   NOAA/PMEL     John Bullister           John.L.Bullister@noaa.gov  
# 3He / Neon / Tritium                WHOI          William Jenkins          wjenkins@whoi.edu          
# Dissolved O2                        RSMAS         Chris Langdon            clangdon@rsmas.miami.edu   
#                                     NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
# Total CO2 (DIC) / UW pCO2           NOAA/PMEL     Simone Alin              Simone.R.Alin@noaa.gov     
#                                     NOAA/AOML     Rik Wanninkhof           Rik.Wanninkhof@noaa.gov    
# Total Alkalinity/pH                 SIO/MPL       Andrew Dickson           adickson@ucsd.edu          
# 13C /14C-DIC                        PU            Robert Key               key@princeton.edu          
#                                     WHOI          Ann McNichol             amcnichol@whoi.edu         
# DOC / TDN                           UCSB/MSI      Craig Carlson            carlson@lifesci.ucsb.edu   
# DO14C / Black Carbon                UCI/ESS       Ellen Druffel            edruffel@uci.edu           
# CDOM / POC / Chlorophyll a          UCSB/ERI      Norm Nelson              norm@eri.ucsb.edu          
# UW HPLC Pigments / AP                   "              "                           "        
# Nutrients                           NOAA/PMEL     Calvin Mordy             Calvin.W.Mordy@noaa.gov    
# Salinity                            NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov    
#                                     NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# 137Cs /134Cs /90Sr /129I            WHOI          Ken Buesseler            kbuesseler@whoi.edu        
# ARGO Floats                         NOAA/PMEL     Gregory Johnson          Gregory.C.Johnson@noaa.gov 
# Shipboard ADCP                      UH            Eric Firing              efiring@hawaii.edu         
#                                     UH            Jules Hummon             hummon@hawaii.edu          
# 
#| Data Citation
#| 
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,N2O,N2O_FLAG_W,SBE35,SBE35_FLAG_W,SALTREF,SALTREF_FLAG_W
33RO20150410,       P16N,      19,          1,          5,          5,2,20150416,       1311,    -7.4995,  -151.0002,       5384,  3332.8,   1.5601,  34.6864,2,  34.6867,2,    158.7,2,   159.5,2,  137.80,2,   34.80,2,    0.00,2,    2.61,4,-999.000,9,-999.000,9,-999.000,9,  2315.6,2,  2417.4,2,   7.5923,2,    24.99,-999.000,9,-999.000,    37.5,2, -999.00,9,     -999.0,9,   1.5604,2,    34.8503,2
33RO20150410,       P16N,      19,          1,          4,          4,2,20150416,       1311,    -7.4995,  -151.0002,       5384,  3833.8,   1.4346,  34.6937,2,  34.6932,2,    169.1,2,   170.8,2,  133.90,2,   34.20,2,    0.00,2,    2.54,4,-999.000,9,-999.000,9,-999.000,9,  2303.2,2,  2408.3,2,   7.5998,2,    25.00,-999.000,9,-999.000,    37.3,2, -999.00,9,     -999.0,9,   1.4344,2,    34.8568,2
33RO20150410,       P16N,      19,          1,          3,          3,2,20150416,       1311,    -7.4995,  -151.0002,       5384,  4332.9,   1.3650,  34.6992,2,  34.6987,2,    181.9,2,   182.7,2,  127.30,2,   33.40,2,    0.00,2,    2.47,4,-999.000,9,-999.000,9,-999.000,9,  2289.1,2,  2393.5,6,   7.6031,2,    25.00,-999.000,9,-999.000,    37.3,2, -999.00,9,     -999.0,9,   1.3652,2,    34.8623,2
33RO20150410,       P16N,      19,          1,          2,          2,2,20150416,       1311,    -7.4995,  -151.0002,       5384,  4833.2,   1.3571,  34.7018,2,  34.7017,2,    187.5,2,   187.6,2,  125.90,2,   33.10,2,    0.02,2,    2.45,4,  -0.001,2,   0.000,2,   0.000,2,  2285.1,6,  2388.9,2,   7.6056,2,    25.02,-999.000,9,-999.000,    38.9,2, -999.00,9,       1.90,2,   1.3573,2,    34.8653,2
33RO20150410,       P16N,      19,          1,          1,          1,3,20150416,       1311,    -7.4995,  -151.0002,       5384,  5373.2,   1.4040,  34.7021,2,  34.7011,2,    189.4,2,   188.8,2,  126.50,2,   33.00,2,    0.00,2,    2.44,4,   0.006,2,   0.003,6,   0.000,2,  2281.8,2,  2388.1,2,   7.6052,6,    25.02,-999.000,9,-999.000,    38.9,2, -999.00,9,       1.90,2,   1.4042,2,    34.8647,2
33RO20150410,       P16N,      20,          1,         24,         24,2,20150416,       2018,    -7.0019,  -150.9987,       5240,    14.8,  28.7171,  35.4707,2,  35.4684,2,    196.6,2,   198.5,2,    1.30,2,    3.90,2,    0.09,2,    0.39,4,   1.434,2,   0.938,2,   1.234,2,  2017.3,2,  2333.0,2,   8.0558,6,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.61,2,  28.7169,2,    35.6357,2
33RO20150410,       P16N,      20,          1,         23,         23,2,20150416,       2018,    -7.0019,  -150.9987,       5240,    33.0,  28.6697,  35.4690,2,  35.4678,2,    197.9,2,   198.2,2,    1.40,2,    3.90,2,    0.09,2,    0.41,4,   1.576,4,   0.935,2,   1.257,2,  2017.9,2,  2328.9,2,   8.0560,6,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.62,2,  28.6698,2,    35.6351,2
33RO20150410,       P16N,      20,          1,         22,         22,2,20150416,       2018,    -7.0019,  -150.9987,       5240,    58.6,  28.6636,  35.4692,2,  35.4710,2,    196.8,2,   198.5,2,    1.30,2,    3.90,2,    0.09,2,    0.41,4,   1.559,4,   0.948,2,   1.246,2,  2018.6,2,  2337.8,6,   8.0556,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.62,2,  28.6639,2,    35.6383,2
33RO20150410,       P16N,      20,          1,         21,         21,2,20150416,       2018,    -7.0019,  -150.9987,       5240,    82.9,  28.6632,  35.6820,2,  35.6797,2,    193.1,2,   193.1,2,    0.80,2,    2.40,2,    0.06,2,    0.37,4,   1.421,2,   0.929,2,   1.232,2,  2017.4,2,  2351.9,2,   8.0771,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.62,2,  28.6602,2,    35.8479,6
33RO20150410,       P16N,      20,          1,         20,         20,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   117.9,  27.4343,  36.1551,2,  36.1515,2,    177.1,2,   176.6,2,    0.80,2,    1.50,2,    0.59,2,    0.43,4,   1.524,2,   0.980,2,   1.213,2,  2051.3,2,  2384.3,2,   8.0619,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.64,2,  27.4402,3,    36.3220,2
33RO20150410,       P16N,      20,          1,         19,         19,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   176.1,  21.8128,  35.9808,2,  35.9674,3,    158.8,2,   159.2,2,    1.00,2,    6.50,2,    0.03,2,    0.65,4,   1.989,2,   1.243,2,   1.322,2,  2123.1,2,  2372.1,2,   7.9269,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       0.93,2,  21.8275,2,    36.1370,2
33RO20150410,       P16N,      20,          1,         18,         18,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   250.1,  13.1129,  34.9144,2,  34.9122,2,     62.5,2,    57.5,2,   14.30,2,   24.10,2,    0.01,2,    1.79,4,   1.645,4,   0.864,2,   0.542,2,  2215.7,6,  2300.4,2,   7.5690,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       5.31,2,  13.1164,2,    35.0769,2
33RO20150410,       P16N,      20,          1,         17,         17,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   332.8,  10.5208,  34.7788,2,  34.7787,2,     74.2,2,    73.0,2,   22.40,2,   29.20,2,    0.01,2,    1.90,4,   0.894,2,   0.470,2,   0.179,2,  2218.9,2,  2309.7,2,   7.5535,6,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       4.64,2,  10.5203,2,    34.9427,2
33RO20150410,       P16N,      20,          1,         16,         16,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   433.8,   8.8604,  34.6645,2,  34.6645,2,     82.9,2,    83.5,2,   27.60,2,   31.80,2,    0.00,2,    2.03,4,   0.579,2,   0.300,6,   0.157,6,  2225.1,2,  2300.5,2,   7.5354,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       4.23,2,   8.8592,2,    34.8280,2
33RO20150410,       P16N,      20,          1,         15,         15,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   550.3,   7.8569,  34.6043,2,  34.6032,2,     89.4,2,    89.2,2,   32.40,2,   33.60,2,    0.01,2,    2.14,4,   0.359,2,   0.182,2,   0.097,2,  2231.7,2,  2311.9,2,   7.5231,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.91,2,   7.8688,3,    34.7664,2
33RO20150410,       P16N,      20,          1,         14,         14,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   700.9,   6.1877,  34.5436,2,  34.5446,2,     78.6,2,    77.8,2,   49.10,2,   38.10,2,    0.01,2,    2.48,4,   0.065,2,   0.032,2,   0.000,2,  2260.9,2,  2317.3,2,   7.4726,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.83,2,   6.1894,2,    34.7075,2
33RO20150410,       P16N,      20,          1,         13,         13,2,20150416,       2018,    -7.0019,  -150.9987,       5240,   850.2,   5.1630,  34.5360,2,  34.5365,2,     83.1,2,    83.7,2,   65.40,2,   38.90,2,    0.00,2,    2.58,4,   0.030,3,   0.009,2,   0.000,2,  2277.7,2,  2332.2,2,   7.4712,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.46,2,   5.1644,2,    34.6993,2
33RO20150410,       P16N,      20,          1,         12,         12,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  1000.7,   4.5212,  34.5427,2,  34.5436,2,     93.8,2,    93.8,2,   77.10,2,   38.60,2,    0.00,2,    2.59,4,   0.002,2,   0.005,2,   0.000,2,  2285.2,2,  2347.0,2,   7.4846,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       3.10,2,   4.5208,2,    34.7065,2
33RO20150410,       P16N,      20,          1,         11,         11,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  1165.6,   3.9259,  34.5566,2,  34.5571,2,    103.3,2,   103.5,2,   88.50,2,   38.00,2,    0.00,2,    2.60,4,   0.004,2,   0.004,2,   0.000,2,  2293.7,2,  2360.4,2,   7.4994,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.87,2,   3.9246,2,    34.7200,2
33RO20150410,       P16N,      20,          1,         10,         10,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  1400.9,   3.2175,  34.5826,2,  34.5833,2,    115.0,2,   114.6,2,  102.70,2,   37.50,2,    0.01,2,    2.60,4,   0.038,3,   0.004,2,   0.000,2,  2303.3,2,  2376.7,2,   7.5158,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.62,2,   3.2170,2,    34.7464,2
33RO20150410,       P16N,      20,          1,          9,          9,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  1733.9,   2.5366,  34.6171,2,  34.6173,2,    125.4,2,   126.3,2,  117.10,2,   37.00,2,    0.00,2,    2.59,4,   0.000,2,   0.001,2,   0.000,2,  2309.9,2,  2399.2,2,   7.5334,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.38,2,   2.5364,2,    34.7805,2
33RO20150410,       P16N,      20,          1,          8,          8,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  2132.2,   2.1224,  34.6461,2,  34.6462,2,    130.1,2,   130.2,2,  129.30,2,   36.80,2,    0.01,2,    2.60,4,  -0.001,2,   0.001,2,   0.064,3,  2322.6,2,  2405.2,2,   7.5426,2,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.27,2,   2.1218,2,    34.8096,2
33RO20150410,       P16N,      20,          1,          7,          7,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  2534.0,   1.8657,  34.6655,2,  34.6666,2,    139.2,2,   139.1,2,  134.40,2,   36.10,2,    0.00,2,    2.57,4,   0.001,2,   0.001,2,   0.000,2,  2324.4,2,  2413.6,2,   7.5595,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.12,2,   1.8655,2,    34.8301,2
33RO20150410,       P16N,      20,          1,          6,          6,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  2932.2,   1.7349,  34.6758,2,  34.6759,2,    144.7,2,   145.1,2,  137.70,2,   36.00,2,    0.00,2,    2.54,4,   0.001,2,   0.000,2,   0.000,2,  2325.4,6,  2421.0,2,   7.5713,6,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.07,2,   1.7350,2,    34.8394,2
33RO20150410,       P16N,      20,          1,          5,          5,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  3333.1,   1.5858,  34.6850,2,  34.6847,2,    157.2,2,   157.8,2,  136.70,2,   35.10,2,    0.00,2,    2.49,4,  -0.002,2,  -0.001,2,   0.000,2,  2316.0,2,  2423.2,2,   7.5900,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.99,2,   1.5858,2,    34.8483,2
33RO20150410,       P16N,      20,          1,          4,          4,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  3731.8,   1.4877,  34.6902,2,  34.6897,2,    163.4,2,   163.7,2,  136.30,6,   34.80,6,    0.00,6,    2.47,4,   0.004,3,   0.001,2,   0.000,2,  2311.9,2,  2417.1,2,   7.5943,6,    25.01,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.94,2,   1.4878,2,    34.8533,2
33RO20150410,       P16N,      20,          1,          3,          3,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  4167.1,   1.3817,  34.6971,2,  34.6973,2,    176.3,2,   176.6,2,  130.90,6,   33.90,6,    0.00,6,    2.38,4,   0.000,2,   0.001,2,   0.000,2,  2300.1,2,  2403.4,2,   7.6018,6,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.89,2,   1.3820,2,    34.8609,6
33RO20150410,       P16N,      20,          1,          2,          2,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  4667.0,   1.3441,  34.7013,2,  34.7011,2,    184.6,2,   185.4,2,  127.30,6,   33.30,6,    0.00,6,    2.33,4,   0.008,3,   0.002,2,   0.000,2,  2287.3,2,  2390.4,6,   7.6045,2,    24.97,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.86,2,   1.3442,2,    34.8647,2
33RO20150410,       P16N,      20,          1,          1,          1,2,20150416,       2018,    -7.0019,  -150.9987,       5240,  5230.5,   1.3726,  34.7024,2,  34.7035,2,    190.6,2,   192.1,2,  124.90,6,   33.10,6,    0.00,6,    2.32,4,   0.008,6,   0.003,6,   0.000,6,  2281.4,6,  2388.4,2,   7.6049,2,    25.07,-999.000,9,-999.000,  -999.0,9, -999.00,9,       1.84,2,   1.3728,2,    34.8671,2
33RO20150410,       P16N,      21,          1,         24,         24,2,20150417,       0346,    -6.4997,  -151.0011,       5108,     5.9,  28.7335,  35.4453,2,  35.4417,2,    197.4,2,   198.6,2,    1.50,2,    4.00,2,    0.09,2,    0.41,4,   1.429,6,   0.952,6,   1.240,6,  2019.8,6,  2333.0,2,   8.0543,2,    25.01,-999.000,9,-999.000,    67.7,2,    8.30,2,       0.60,2,  28.7337,2,    35.6088,2
33RO20150410,       P16N,      21,          1,         23,         23,2,20150417,       0346,    -6.4997,  -151.0011,       5108,    20.2,  28.7397,  35.4428,2,  35.4408,2,    197.8,2,   198.3,2,    1.50,2,    4.00,2,    0.10,2,    0.41,4,-999.000,9,-999.000,9,-999.000,9,  2019.6,2,  2333.0,2,   8.0543,6,    25.01,-999.000,9,-999.000,    65.7,2,    7.50,2,     -999.0,9,  28.7408,2,    35.6079,6
33RO20150410,       P16N,      21,          1,         22,         22,2,20150417,       0346,    -6.4997,  -151.0011,       5108,    42.2,  28.6722,  35.4357,2,  35.4340,2,    198.5,2,   198.2,2,    1.40,2,    4.00,2,    0.10,2,    0.41,4,-999.000,9,-999.000,9,-999.000,9,  2017.9,2,  2332.4,2,   8.0538,6,    25.00,-999.000,9,-999.000,    64.5,2, -999.00,9,     -999.0,9,  28.6719,2,    35.6011,2
33RO20150410,       P16N,      21,          1,         21,         21,2,20150417,       0346,    -6.4997,  -151.0011,       5108,    67.6,  28.6677,  35.4541,2,  35.4514,2,    198.3,2,   198.1,2,    1.40,2,    3.90,2,    0.09,2,    0.41,4,   1.433,2,   0.957,2,   1.238,2,  2020.2,2,  2334.8,6,   8.0547,2,    25.00,-999.000,9,-999.000,    66.2,2, -999.00,9,       0.61,2,  28.6657,2,    35.6186,2
33RO20150410,       P16N,      21,          1,         20,         20,2,20150417,       0346,    -6.4997,  -151.0011,       5108,    92.0,  28.8332,  35.8026,2,  35.7992,2,    194.0,2,   193.3,2,    1.00,2,    1.40,2,    0.02,2,    0.31,4,-999.000,9,-999.000,9,-999.000,9,  2014.3,2,  2359.0,2,   8.0960,2,    24.99,-999.000,9,-999.000,    70.6,3, -999.00,9,     -999.0,9,  28.8366,2,    35.9680,2
33RO20150410,       P16N,      21,          1,         19,         19,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   132.3,  27.1464,  36.2014,2,  36.2053,2,    171.2,2,   172.5,2,    1.30,2,    1.70,2,    0.93,2,    0.46,4,   1.506,2,   1.000,2,   1.216,2,  2063.6,2,  2385.9,2,   8.0530,2,    24.99,-999.000,9,-999.000,    45.1,3, -999.00,9,       0.65,2,  27.1434,2,    36.3760,2
33RO20150410,       P16N,      21,          1,         18,         18,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   199.6,  20.0389,  35.7308,2,  35.7229,2,    157.9,2,   156.3,2,    1.50,2,    7.70,2,    0.02,2,    0.72,4,   2.073,2,   1.312,2,   1.331,2,  2132.3,2,  2355.5,2,   7.8872,2,    24.98,-999.000,9,-999.000,    53.2,2,   10.60,2,       1.22,2,  20.0390,2,    35.8913,2
33RO20150410,       P16N,      21,          1,         17,         17,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   275.8,  12.2834,  34.8707,2,  34.8693,2,     37.5,2,    34.3,2,   19.40,2,   28.00,2,    0.00,2,    2.04,4,   1.079,2,   0.624,2,   0.306,2,  2237.0,2,  2302.8,2,   7.5053,3,    25.00,-999.000,9,-999.000,    48.1,2,   30.80,2,       6.53,2,  12.2774,2,    35.0337,2
33RO20150410,       P16N,      21,          1,         16,         16,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   366.8,  10.2472,  34.7596,2,  34.7594,2,     63.7,2,    73.3,2,   23.60,2,   29.70,2,    0.00,2,    1.96,4,   0.795,2,   0.438,2,   0.216,2,  2225.3,2,  2302.6,2,   7.5477,2,    24.98,-999.000,9,-999.000,    42.9,2, -999.00,9,       4.58,2,  10.2236,3,    34.9233,2
33RO20150410,       P16N,      21,          1,         15,         15,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   466.8,   8.8409,  34.6619,2,  34.6629,2,     86.0,2,    87.6,2,   27.20,2,   31.50,2,    0.00,2,    2.03,4,   0.597,2,   0.311,2,   0.137,2,  2227.5,2,  2302.9,2,   7.5431,3,    24.99,-999.000,9,-999.000,    43.0,2, -999.00,9,       4.05,2,   8.8324,2,    34.8263,2
33RO20150410,       P16N,      21,          1,         14,         14,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   600.2,   7.1067,  34.5728,2,  34.5741,2,     68.0,2,    68.2,2,   40.00,2,   37.30,2,    0.00,2,    2.42,4,   0.147,2,   0.073,2,   0.000,2,  2257.3,2,  2309.9,2,   7.4681,2,    24.99,-999.000,9,-999.000,    40.5,2, -999.00,9,       4.35,2,   7.1241,3,    34.7371,2
33RO20150410,       P16N,      21,          1,         13,         13,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   749.6,   5.8940,  34.5485,2,  34.5488,2,     56.5,2,    54.1,2,   58.30,2,   41.10,2,    0.00,2,    2.73,4,-999.000,9,-999.000,9,-999.000,9,  2287.5,2,  2323.6,2,   7.4209,2,    24.99,-999.000,9,-999.000,    40.7,2, -999.00,9,     -999.0,9,   5.8955,2,    34.7117,2
33RO20150410,       P16N,      21,          1,         12,         12,2,20150417,       0346,    -6.4997,  -151.0011,       5108,   899.8,   5.0924,  34.5395,2,  34.5403,2,     76.8,2,    76.4,2,   67.30,2,   39.80,2,    0.00,2,    2.69,4,   0.003,2,   0.003,2,   0.060,3,  2287.7,6,  2337.2,2,   7.4563,2,    25.00,-999.000,9,-999.000,    39.6,2, -999.00,9,       3.56,2,   5.0890,2,    34.7032,2
33RO20150410,       P16N,      21,          1,         11,         11,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  1050.1,   4.4266,  34.5461,2,  34.5466,2,     91.9,2,    91.9,2,   79.50,2,   38.80,2,    0.00,2,    2.69,4,-999.000,9,-999.000,9,-999.000,9,  2295.5,2,  2350.9,2,   7.4801,2,    25.00,-999.000,9,-999.000,    38.3,2, -999.00,9,     -999.0,9,   4.4243,2,    34.7095,2
33RO20150410,       P16N,      21,          1,         10,         10,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  1232.4,   3.7803,  34.5647,2,  34.5649,2,     98.8,2,    98.7,2,   92.00,2,   38.50,2,    0.00,2,    2.70,4,   0.008,2,   0.001,2,   0.000,2,  2307.6,3,  2369.9,2,   7.4900,2,    24.98,-999.000,9,-999.000,    37.6,2, -999.00,9,       3.00,2,   3.7814,2,    34.7279,2
33RO20150410,       P16N,      21,          1,          9,          9,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  1500.7,   3.0166,  34.5942,2,  34.5944,2,    111.6,2,   111.7,2,  109.00,2,   37.90,2,    0.00,2,    2.69,4,-999.000,9,-999.000,9,-999.000,9,  2312.8,2,  2386.3,2,   7.5105,2,    24.99,-999.000,9,-999.000,    37.7,2, -999.00,9,     -999.0,9,   3.0167,2,    34.7575,2
33RO20150410,       P16N,      21,          1,          8,          8,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  1867.6,   2.4277,  34.6280,2,  34.6307,2,    117.6,2,   118.2,2,  126.00,2,   37.50,2,    0.00,2,    2.70,4,-999.000,9,-999.000,9,-999.000,9,  2324.6,2,  2403.1,2,   7.5226,6,    25.01,-999.000,9,-999.000,    37.6,2, -999.00,9,     -999.0,9,   2.4274,2,    34.7940,2
33RO20150410,       P16N,      21,          1,          7,          7,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  2265.4,   2.0316,  34.6537,2,  34.6557,2,    126.8,2,   128.5,2,  133.60,2,   36.90,2,    0.01,2,    2.67,4,  -0.002,2,   0.003,2,   0.153,3,  2331.1,2,  2414.9,2,   7.5402,2,    24.99,-999.000,9,-999.000,  -999.0,9, -999.00,9,       2.34,2,   2.0315,2,    34.8191,2
33RO20150410,       P16N,      21,          1,          6,          6,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  2666.3,   1.8046,  34.6694,2,  34.6691,2,    135.0,2,   136.0,2,  140.70,2,   36.40,2,    0.00,2,    2.64,4,-999.000,9,-999.000,9,-999.000,9,  2330.9,2,  2425.0,3,   7.5564,2,    24.99,-999.000,9,-999.000,    36.3,2, -999.00,9,     -999.0,9,   1.8046,2,    34.8325,2
33RO20150410,       P16N,      21,          1,          5,          5,2,20150417,       0346,    -6.4997,  -151.0011,       5108,  3131.9,   1.6156,  34.6806,2,  34.6803,2,    148.1,2,   149.4,2,  138.70,2,   35.70,2,    0.00,2,    2.58,4,-999.000,9,-999.000,9,-999.000,9,  2324.4,2,  2420.0,2,   7.5763,2,    25.00,-999.000,9,-999.000,  -999.0,9, -999.00,9,     -999.0,9,   1.6154,2,    34.8438,6
