BOTTLE,20200127CCHSIOCBG
# Merged parameters: DELC13, DELC13_FLAG_W
# 20190508CCHSIOCBG
# Merged parameters: DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# 20170516CCHSIOCBG
# Merged parameters: CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CFC113, CFC113_FLAG_W, SF6, SF6_FLAG_W, TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W, PH_SWS, PH_SWS_FLAG_W, PH_TMP, SALTREF, CH4, CH4_FLAG_W, SBE35, SBE35_FLAG_W
# 20160405CCHSIOCBG
# removed non-US-GOSHIP parameters
# BOTTLE,20160119ODF
# BOTTLE,20160606PRINUNIVRMK
# BOTTLE,20180110PRINUNIVRMK
# BOTTLE,20180816PRINUNIVRMK
# 3/10/2016 Initialized README file  
# Data source: CTD - cchdo.ucsd.edu/cruise/32H120150809 
#       Bottle data CCHDO 4/6/16 
# SHIP: Healy 
# Cruise: HLY1502, GN01, ARC01 
# Region: Arctic 
# EXPOCODE: 33HQ20150809 
# DATES: 20150809 - 20151012 
# Chief Scientist: D. Kadko 
# 62 stations 
# Hydro: Who - ODF; Status - final 
#       Notes:   
# S-M_DEPTH IS SAUNDERS-MANTYLA DEPTH (INTEGRATED, USES DYNAMIC HEIGHT) 
# F-M_DEPTH IS FOFONOFF-MILLARD DEPTH (NON-INTEGRATED, ALSO USED BY SBE) 
# CTDDEPTH REPORTED HERE IS NON-INTEGRATED FOFONOFF-MILLARD DEPTH 
# Nutrients: Who - ODF; Status - final 
#       Notes: 
# O2: Who - ODF; Status - final 
#       Notes: 
# CFC: Who - W.Smethie; D.Ho; Status - final 
#       Notes: from CCHDO 3/2/17 
#       Includes SF6 
# TCO2: Who - F.Millero; Status - final 
#       Notes: final data 5/5/16 
#       Final revised flags 6/6/16 
# Alk: Who - F.Millero; Status - final 
#       Notes: final data 5/5/16 
#       Final revised flags 6/6/16 
# pH  Who - F.Millero; Status - final 
#       Notes:SWS @ 25C 
#       final data 5/5/16 
#       Final revised flags 6/6/16 
# C14: Who - R.Key,A.McNichol; Status - collected 
#       Notes:  
# C13: Who - P.Quay; Status - final 
#       Notes: data rcd. 8/7/19  
#       QC/Merged 8/14/19 RMK 
# H3/He3: Who - P.Schlosser; Status - collected 
#       Notes:  
# O18: Who - P.Schlosser; Status - collected 
#       Notes:  
# DOC/TDN: Who - D.Hansell; Status - final 
#       Notes: data rcd 12/13/17 
#       Merged 1/10/18 
# Other: Who - ; Status - 
#       Notes:  
# References that have used data from this cruise: 
#
#
# Principal Investigators 
# Program                   Affiliation         Principal Investigator   Email                    
# ========================  ==================  =======================  ===========================
# *CTDO* Data, Salinity,    *SIO*               Jim Swift, Susan Becker  jswift@ucsd.edu,         
# Nutrients, Dissolved O2                                                sbecker@ucsd.edu         
# Total CO2 (DIC), Total    *UM*, *RSMAS*       Frank Millero, Ryan      fmillero@rsmas.miami.edu,
# Alkalinity, pH, Density                       Woosley                  rwoosley@fsmas.miami.edu 
# 3He, 3H, Î´18O             *LDEO*              Peter Schlosser          schlosser@ldeo.columbia.edu  
# *CFCs*, SF6               *LDEO*              William Smethie,         bsmeth@ldeo.columbia.edu,
#                                               David Ho                 ho@hawaii.edu            
# 13C/14C                   *UW*                Paul Quay                pdquay@u.washington.edu  
# DOC                       *RSMAS*             Dennis Hansell           dhansell@rsmas.miami.edu 
# Transmissometry           *TAMU*              Wilf Gardner             wgardner@ocean.tamu.edu  
# Chipod                    *OSU*               Jonathan Nash            nash@coas.oregonstate.edu
# *UVP*                     *UAF*               Andrew McDonnell         amcdonnell@alaska.edu    
# STARC Support             *SIO*               Brett Hembrough          bhembrough@ucsd.edu  
#
# Data Citation
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data 
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#|
#|  The data included in these files are preliminary, and are
#|  subject to final calibration and processing. They have been
#|  made available for public access as soon as possible following
#|  their collection.  Users should maintain caution in their
#|  interpretation and use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CH4,CH4_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,GEOTR_EVENT,GEOTR_SAMPNO,CTDDEPTH,SALTREF,SALTREF_FLAG_W,REFTMP,REFTMP_FLAG_W,DELO17,DELO17_FLAG_W,METHANE,METHANE_FLAG_W,LAB_DEN,LAB_DEN_FLAG_W,SBE35,SBE35_FLAG_W
33HQ20150809,      ARC01,      22,          1,          3,    GSNIS-3,2,20150825,       2028,    81.2327,   179.0976,       2227,  1916.2,  -0.4249,  34.9408,2,  34.9407,2,    289.1,2,   288.9,2,   11.52,2,   14.28,2,    0.00,2,    0.99,2,   0.510,2,   0.244,2,   0.025,2,   0.142,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    47.7,2,   15.11,2,     -999.0,9, 20150825,     2037,  81.2325, 179.0935,       6138,     -999.0,     1887.2,    35.1055,2,    -0.4249,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.4249,2
33HQ20150809,      ARC01,      22,          1,          2,    GSNIS-2,2,20150825,       2028,    81.2327,   179.0976,       2227,  2124.8,  -0.3954,  34.9506,2,  34.9506,2,    284.0,2,   283.9,2,   13.09,2,   14.60,2,    0.00,2,    1.04,2,   0.086,2,   0.037,2,   0.004,2,       0,2,  -999.0,9,  2302.4,6,   7.7271,6,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    46.4,2,   16.48,2,     -999.0,9, 20150825,     2032,  81.2326, 179.0957,       6138,     -999.0,     2091.7,    35.1154,2,    -0.3955,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.3955,2
33HQ20150809,      ARC01,      22,          1,          1,    GSNIS-1,2,20150825,       2028,    81.2327,   179.0976,       2227,  2249.1,  -0.3872,  34.9533,2,  34.9588,4,    284.4,2,   284.1,2,   13.09,2,   14.56,2,    0.00,2,    1.02,2,   0.108,2,   0.048,2,   0.006,2,       0,2,  2185.1,4,  2304.9,2,   7.7319,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    45.0,2,   16.43,2,     -999.0,9, 20150825,     2029,  81.2327, 179.0972,       6138,     -999.0,     2213.4,    35.1237,4,    -0.3875,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.3875,2
33HQ20150809,      ARC01,      23,          1,         34,   GSNIS-34,2,20150826,       0354,    81.5572,   176.8727,       2468,     2.4,  -1.4805,  28.3530,2,  28.3559,2,    386.9,2,   387.4,2,    2.16,2,    0.00,2,    0.00,2,    0.63,2,   6.907,2,   3.729,2,   0.650,2,   3.482,2,  1906.4,6,  2009.2,2,   7.7126,2,    25.00,-999.000,9,-999.0000,9, -999.00,9,    1.66,6,  -999.0,1, -999.00,1,    66.5,2,    3.43,2,     -999.0,9, 20150826,      521,  81.5594, 176.8749,       6140,     -999.0,        2.3,    28.4896,2,    -1.4865,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.4865,2
33HQ20150809,      ARC01,      23,          1,         33,   GSNIS-33,2,20150826,       0354,    81.5572,   176.8727,       2468,    18.5,  -1.2510,  29.4121,2,  29.3710,2,    397.8,2,   397.0,2,    1.86,2,    0.00,2,    0.00,2,    0.64,2,   6.701,2,   3.598,2,   0.624,2,   3.512,2,  -999.0,9,  2076.5,6,   7.6979,3,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    69.6,2,    3.40,2,     -999.0,9, 20150826,      520,  81.5594, 176.8748,       6140,     -999.0,       18.3,    29.5094,2,    -1.2528,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.2528,2
33HQ20150809,      ARC01,      23,          1,         32,   GSNIS-32,2,20150826,       0354,    81.5572,   176.8727,       2468,    28.6,  -1.3219,  30.8955,2,  30.8554,2,    406.2,2,   403.3,2,    3.14,2,    0.05,2,    0.00,2,    0.69,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2165.1,2,   7.7492,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    70.6,2,    3.84,2,     -999.0,9, 20150826,      518,  81.5594, 176.8748,       6140,     -999.0,       28.3,    31.0008,2,    -1.3291,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.3291,2
33HQ20150809,      ARC01,      23,          1,         31,   GSNIS-31,2,20150826,       0354,    81.5572,   176.8727,       2468,    44.0,  -1.4610,  31.4418,2,  31.5216,2,    365.2,2,   359.1,2,   11.85,2,    3.90,2,    0.08,2,    1.01,2,   6.519,2,   3.495,2,   0.595,2,   3.325,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    67.6,2,    7.54,2,     -999.0,9, 20150826,      517,  81.5594, 176.8747,       6140,     -999.0,       43.6,    31.6702,2,    -1.4592,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.4592,2
33HQ20150809,      ARC01,      23,          1,         30,   GSNIS-30,2,20150826,       0354,    81.5572,   176.8727,       2468,    64.5,  -1.4788,  31.9719,2,  31.9870,2,    330.8,2,   328.6,2,   21.44,2,    8.70,2,    0.02,2,    1.35,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2209.7,2,   7.5568,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    65.0,2,   11.36,2,     -999.0,9, 20150826,      515,  81.5593, 176.8746,       6140,     -999.0,       63.9,    32.1379,2,    -1.4808,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.4808,2
33HQ20150809,      ARC01,      23,          1,         29,   GSNIS-29,2,20150826,       0354,    81.5572,   176.8727,       2468,    74.9,  -1.5438,  32.0802,2,  32.1286,2,    328.4,2,   320.2,2,   25.45,2,   10.04,2,    0.02,2,    1.46,2,   6.349,2,   3.436,2,   0.561,2,   3.332,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    65.4,2,   12.37,2,     -999.0,9, 20150826,      513,  81.5593, 176.8746,       6140,     -999.0,       74.1,    32.2801,2,    -1.5459,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.5459,2
33HQ20150809,      ARC01,      23,          1,         28,   GSNIS-28,2,20150826,       0354,    81.5572,   176.8727,       2468,    84.9,  -1.5335,  32.2290,2,  32.2578,2,    312.5,2,   309.4,2,   30.05,2,   11.73,2,    0.01,2,    1.61,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2221.6,2,   7.4877,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    65.9,2,   13.44,2,     -999.0,9, 20150826,      512,  81.5593, 176.8745,       6140,     -999.0,         84,    32.4099,2,    -1.5356,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.5356,2
33HQ20150809,      ARC01,      23,          1,         27,   GSNIS-27,2,20150826,       0354,    81.5572,   176.8727,       2468,    95.5,  -1.4848,  32.3485,2,  32.3728,2,    304.7,2,   302.7,2,   32.39,2,   12.87,2,    0.02,2,    1.68,2,   6.317,2,   3.461,2,   0.534,2,   3.122,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    64.1,2,   14.20,2,     -999.0,9, 20150826,      511,  81.5593, 176.8745,       6140,     -999.0,       94.5,    32.5255,2,    -1.4862,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.4862,2
33HQ20150809,      ARC01,      23,          1,         26,   GSNIS-26,2,20150826,       0354,    81.5572,   176.8727,       2468,   105.8,  -1.5319,  32.4789,2,  32.5164,2,    293.4,2,   287.5,2,   35.42,2,   13.89,2,    0.01,2,    1.81,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2232.2,2,   7.4252,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    65.4,2,   15.96,2,     -999.0,9, 20150826,      510,  81.5593, 176.8744,       6140,     -999.0,      104.6,    32.6697,2,    -1.5327,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.5327,2
33HQ20150809,      ARC01,      23,          1,         25,   GSNIS-25,2,20150826,       0354,    81.5572,   176.8727,       2468,   121.2,  -1.5375,  32.7370,2,  32.7772,2,    279.2,2,   270.2,2,   40.99,2,   15.15,2,    0.01,2,    1.95,2,   6.097,2,   3.403,2,   0.496,2,   3.052,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    62.2,2,   16.05,2,     -999.0,9, 20150826,      508,  81.5592, 176.8743,       6140,     -999.0,      119.8,    32.9318,2,    -1.5365,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.5365,2
33HQ20150809,      ARC01,      23,          1,         24,   GSNIS-24,2,20150826,       0354,    81.5572,   176.8727,       2468,   136.5,  -1.3083,  33.2759,2,  33.3987,2,    250.2,2,   254.5,2,   35.89,2,   14.85,2,    0.00,2,    1.73,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2274.6,2,   7.4212,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    64.0,2,   17.47,2,     -999.0,9, 20150826,      507,  81.5592, 176.8743,       6140,     -999.0,        135,    33.5562,2,    -1.3011,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.3011,2
33HQ20150809,      ARC01,      23,          1,         23,   GSNIS-23,2,20150826,       0354,    81.5572,   176.8727,       2468,   157.0,  -1.0527,  34.0804,2,  34.0943,2,    257.2,2,   268.3,2,   19.16,2,   10.79,2,    0.00,2,    1.07,2,   5.945,2,   3.122,2,   0.415,2,   2.271,2,  -999.0,9,  2277.9,2,   7.5279,6,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    63.4,2,   13.63,2,     -999.0,9, 20150826,      506,  81.5592, 176.8742,       6140,     -999.0,      155.3,    34.2551,2,    -1.0479,2,     -999.0,9,     -999.0,9,     -999.0,9,  -1.0479,2
33HQ20150809,      ARC01,      23,          1,         22,   GSNIS-22,2,20150826,       0354,    81.5572,   176.8727,       2468,   177.7,  -1.0600,  34.2987,2,  34.3159,2,    297.6,2,   293.5,2,    9.97,2,    9.25,2,    0.00,2,    0.80,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2281.9,6,   7.6002,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    62.0,2,   11.84,2,     -999.0,9, 20150826,      504,  81.5592, 176.8741,       6140,     -999.0,      175.8,    34.4778,2,    -1.0302,4,     -999.0,9,     -999.0,9,     -999.0,9,  -1.0302,4
33HQ20150809,      ARC01,      23,          1,         21,   GSNIS-21,2,20150826,       0354,    81.5572,   176.8727,       2468,   198.4,  -0.7868,  34.4366,2,  34.4345,2,    301.6,2,   298.7,2,    7.72,2,    9.20,2,    0.00,2,    0.74,2,   6.022,2,   3.207,2,   0.427,2,   2.539,2,  -999.0,9,  2285.5,2,   7.6179,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    60.9,2,   11.42,2,     -999.0,9, 20150826,      503,  81.5592, 176.8741,       6140,     -999.0,      196.2,    34.5969,2,    -0.7797,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.7797,2
33HQ20150809,      ARC01,      23,          1,         20,   GSNIS-20,2,20150826,       0354,    81.5572,   176.8727,       2468,   219.1,  -0.4777,  34.5245,2,  34.5419,2,    302.9,2,   301.8,2,    6.35,2,    9.41,2,    0.00,2,    0.72,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    58.8,2,   10.01,2,     -999.0,9, 20150826,      502,  81.5591,  176.874,       6140,     -999.0,      216.6,    34.7048,2,    -0.4774,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.4774,2
33HQ20150809,      ARC01,      23,          1,         19,   GSNIS-19,2,20150826,       0354,    81.5572,   176.8727,       2468,   239.7,  -0.0175,  34.6204,2,  34.6313,2,    302.3,2,   299.6,2,    6.16,2,   10.09,2,    0.00,2,    0.74,2,   5.807,2,   3.058,2,   0.418,2,     2.4,2,  -999.0,9,  2292.0,2,   7.6467,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    58.4,2,   12.03,2,     -999.0,9, 20150826,      500,  81.5591,  176.874,       6140,     -999.0,        237,    34.7946,2,    -0.0002,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.0002,2
33HQ20150809,      ARC01,      23,          1,         18,   GSNIS-18,2,20150826,       0354,    81.5572,   176.8727,       2468,   285.6,   0.7273,  34.7988,2,  34.8054,2,    297.9,2,   296.1,2,    5.18,2,   11.47,2,    0.00,2,    0.80,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    56.2,2,   13.83,2,     -999.0,9, 20150826,      458,  81.5591, 176.8739,       6140,     -999.0,      282.4,    34.9695,2,     0.7363,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.7363,2
33HQ20150809,      ARC01,      23,          1,         17,   GSNIS-17,2,20150826,       0354,    81.5572,   176.8727,       2468,   337.8,   0.7612,  34.8062,2,  34.8212,4,    298.7,2,   296.9,2,    5.08,2,   11.53,2,    0.00,2,    0.80,2,   5.442,2,   2.869,2,   0.407,2,   1.941,2,  -999.0,9,  2296.1,2,   7.6880,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    54.3,2,   13.16,2,     -999.0,9, 20150826,      457,   81.559, 176.8739,       6140,     -999.0,        334,    34.9854,4,     0.7784,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.7784,2
33HQ20150809,      ARC01,      23,          1,         16,   GSNIS-16,3,20150826,       0354,    81.5572,   176.8727,       2468,   389.2,   0.8865,  34.8474,2,  34.8438,2,    301.6,2,   299.3,2,    4.98,2,   11.49,2,    0.00,2,    0.79,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    51.8,2,   12.76,2,     -999.0,9, 20150826,      454,   81.559, 176.8738,       6140,     -999.0,      384.7,    35.0081,2,     0.8866,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.8866,2
33HQ20150809,      ARC01,      23,          1,         15,   GSNIS-15,2,20150826,       0354,    81.5572,   176.8727,       2468,   441.4,   0.9024,  34.8695,2,  34.8688,2,    303.4,2,   301.6,2,    5.08,2,   11.57,2,    0.00,2,    0.80,2,   5.343,2,   2.816,2,   0.405,2,   1.993,2,  -999.0,9,  2300.0,2,   7.6899,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    54.0,2,   14.79,2,     -999.0,9, 20150826,      453,  81.5589, 176.8737,       6140,     -999.0,      436.2,    35.0332,2,     0.9016,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.9016,2
33HQ20150809,      ARC01,      23,          1,         14,   GSNIS-14,2,20150826,       0354,    81.5572,   176.8727,       2468,   492.6,   0.7469,  34.8703,2,  34.8672,2,    304.6,2,   302.6,2,    5.18,2,   11.57,2,    0.00,2,    0.80,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,1,    53.0,2,   13.72,2,     -999.0,9, 20150826,      451,  81.5589, 176.8736,       6140,     -999.0,      486.8,    35.0316,2,     0.7455,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.7455,2
33HQ20150809,      ARC01,      23,          1,         13,   GSNIS-13,2,20150826,       0354,    81.5572,   176.8727,       2468,   539.2,   0.6531,  34.8764,2,  34.8763,2,    304.8,2,   303.1,2,    5.18,2,   11.61,2,    0.00,2,    0.80,2,   5.339,2,   2.797,2,   0.403,2,   1.946,2,  -999.0,9,  2299.3,2,   7.6837,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    54.2,2,   13.00,2,     -999.0,9, 20150826,      449,  81.5589, 176.8735,       6140,     -999.0,      532.8,    35.0407,2,     0.6524,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.6524,2
33HQ20150809,      ARC01,      23,          1,         12,   GSNIS-12,2,20150826,       0354,    81.5572,   176.8727,       2468,   606.6,   0.5066,  34.8783,2,  34.8773,2,    305.1,2,   304.1,2,    5.28,2,   11.67,2,    0.00,2,    0.81,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    52.0,2,   11.53,2,     -999.0,9, 20150826,      447,  81.5588, 176.8734,       6140,     -999.0,      599.2,    35.0417,2,     0.5057,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.5057,2
33HQ20150809,      ARC01,      23,          1,         11,   GSNIS-11,2,20150826,       0354,    81.5572,   176.8727,       2468,   709.8,   0.3365,  34.8855,2,  34.8838,2,    305.3,2,   303.3,2,    5.47,2,   11.71,2,    0.00,2,    0.82,2,   5.322,2,   2.780,2,   0.401,2,   1.901,2,  -999.0,9,  2299.6,2,   7.6765,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    53.2,2,   11.26,2,     -999.0,9, 20150826,      444,  81.5588, 176.8733,       6140,     -999.0,      701.1,    35.0483,2,      0.335,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.3350,2
33HQ20150809,      ARC01,      23,          1,         10,   GSNIS-10,2,20150826,       0354,    81.5572,   176.8727,       2468,   860.0,   0.1164,  34.8895,2,  34.8862,2,    305.5,2,   304.8,2,    5.47,2,   11.77,2,    0.00,2,    0.82,2,   5.228,2,   2.719,2,   0.387,2,   1.755,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    53.3,2,   12.04,2,     -999.0,9, 20150826,      441,  81.5587, 176.8731,       6140,     -999.0,      849.1,    35.0507,2,     0.1164,2,     -999.0,9,     -999.0,9,     -999.0,9,   0.1164,2
33HQ20150809,      ARC01,      23,          1,          9,    GSNIS-9,2,20150826,       0354,    81.5572,   176.8727,       2468,  1013.6,  -0.0954,  34.8901,2,  34.8899,2,    305.3,2,   305.4,2,    5.86,2,   11.99,2,    0.00,2,    0.84,2,   4.994,2,   2.568,2,   0.371,2,   1.612,2,  -999.0,9,  2278.9,3,   7.6759,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    52.7,2,   13.25,2,     -999.0,9, 20150826,      437,  81.5586,  176.873,       6140,     -999.0,     1000.4,    35.0544,2,     -0.095,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.0950,2
33HQ20150809,      ARC01,      23,          1,          8,    GSNIS-8,2,20150826,       0354,    81.5572,   176.8727,       2468,  1216.6,  -0.2711,  34.8939,2,  34.8962,2,    305.1,2,   305.8,2,    6.35,2,   12.20,2,    0.00,2,    0.85,2,   4.508,2,   2.297,2,   0.320,2,   1.436,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    52.0,2,   13.56,2,     -999.0,9, 20150826,      431,  81.5585, 176.8728,       6140,     -999.0,     1200.2,    35.0608,2,    -0.2714,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.2714,2
33HQ20150809,      ARC01,      23,          1,          7,    GSNIS-7,2,20150826,       0354,    81.5572,   176.8727,       2468,  1418.3,  -0.3828,  34.9053,2,  34.9053,2,    302.0,2,   302.8,2,    7.42,2,   12.80,2,    0.00,2,    0.89,2,   3.248,2,   1.639,2,   0.213,2,   0.926,2,  -999.0,9,  2290.2,3,   7.6939,2,    25.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    51.8,2,   17.70,2,     -999.0,9, 20150826,      426,  81.5583, 176.8727,       6140,     -999.0,     1398.4,    35.0699,2,    -0.3828,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.3828,2
33HQ20150809,      ARC01,      23,          1,          6,    GSNIS-6,2,20150826,       0354,    81.5572,   176.8727,       2468,  1623.2,  -0.4283,  34.9233,2,  34.9236,2,    296.4,2,   296.7,2,    9.28,2,   13.64,2,    0.00,2,    0.95,2,   1.138,2,   0.558,2,   0.058,2,   0.217,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,    49.0,2,   13.57,2,     -999.0,9, 20150826,      421,  81.5582, 176.8726,       6140,     -999.0,     1599.7,    35.0882,2,    -0.4283,2,     -999.0,9,     -999.0,9,     -999.0,9,  -0.4283,2
