BOTTLE,20201109CCHSIOCBG
# Merged parameters: DOC, BRDU, CTDRAW
# 20150511CCHSIOCBG
# Merged parameters: EXPOCODE, TRITUM, TRITUM_FLAG_W, TRITER
# 20141021CCHSIOCBG
# Merged parameters: THETA, HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# BOTTLE,20140926PRINUNIVRMK
# UPdate from CCHDO 1/19/09
# 9/26/14 Initialized README file
# Data source: CCHDO 11/07/06
# SHIP: R/V Revelle
# Cruise: P16S_2005
# Region: Southcentral Pacific
# EXPOCODE: 33RR20050106
# DATES: Jan 6 - Feb 19, 2005
# Chief Scientist:B. Sloyan, J. Swift
# 111 stations with 36 place Rosette
# Hydro: Who - J.Swift ; Status - final
#       Notes:
# Nuts: Who - J.Swift; Status -final
#       Notes:
# O2: Who - J.Swift; Status - final
#       Notes:
# TCO2: Who - R.Feely&C.Sabine; Status -final
#       Notes:
# TA: Who - A.Dickson; Status - final
#       Notes:
# CFC: Who - R.Fine; Status - final
#       Notes:
# C14: Who - R.Key&A.Mcnichol; Status - final
#       Notes:
# H3/He3: Who - P.Schlosser; Status -final
#       Notes:
# DOC/DON: Who - D.Hansell&C.Carlson; Status -
#       Notes:
# References:
# 20130943SIOCCHRJL
# Added instructions for citation use
# BOTTLE,20090504CCHDOSIODBK
# code : Justin Fields hyd_to_exchange.rb 
# original files copied from HTML directory: 2009-01-13
# original HYD file: /Users/danie/CLIVAR/p16s/mrg_vrsns/p16s_2005ahy.txt  2009-01-13
# original SUM file: /Users/danie/CLIVAR/p16s/mrg_vrsns/p16s_2005asu.txt  2009-01-09
#
#|CCHDO Citation Information
#|
#|Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#|
#|For example: Swift, J. and Becker, S. 2019. CTD data from Cruise 33RR20160321, exchange version. Accessed from CCHDO https://cchdo.ucsd.edu/cruise/33RR20160321. Access date 2019-08-21. CCHDO cruise DOI: 10.7942/C2008W
#|
#|Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#|
#|Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#|
#|For data citation, please use the data providers listed below. 
#|
#|Programs and Principal Investigators
#|
#| PARAMETER                PRINCIPAL INVESTIGATOR-       EMAIL ADDRESS
#|                          INSTITUTION               
#|-----------------------  ----------------------------    --------------------------
#| CTDO/S/O2/Nutrients      Jim Swift-UCSD/SIO            jswift@ucsd.edu                       
#| Transmissometer          Wilf Gardner-TAMU             wgardner@ocean.tamu.edu
#| CO2-Alkalinity           Andrew Dickson-UCSD/SIO       adickson@ucsd.edu                
#| CO2-DIC + Underway pCO2  Dick Feely-NOAA               Richard.A.Feely@pmel.noaa.gov
#|                          Chris Sabine-NOAA             chris.sabine@noaa.gov
#| DOC/DON                  Dennis Hansell-RSMAS-UMiami   dhansell@rsmas.miami.edu
#|                          Craig Carlson-UCSB            carlson@lifesci.ucsb.edu
#| CDOM                     Dave Siegel-UCSB              davey@icess.ucsb.edu
#|                          Norm Nelson-UCSB              norm@icess.ucsb.edu
#|                          Craig Carlson-UCSB            carlson@lifesci.ucsb.edu
#| C-13/C-14                Ann McNichol-WHOI             amcnichol@whoi.edu
#|                          Robert Key-Princeton          key@princeton.edu
#| CFCs                     Rana Fine-RSMAS-UMiami        rfine@rsmas.miami.edu   
#| He-3/Tritium             Peter Schlosser-LDEO          schlosser@ldeo.columbia.edu
#| ADCP/LADCP               Eric Firing-UHawaii           firing@hawaii.edu               
#| Trace Elements           Chris Measures-UHawaii        chrism@soest.hawaii.edu
#|                          Bill Landing- FSU             landing@ocean.fsu.edu
#| ARGO Floats              Greg Johnson-NOAA             gregory.c.johsnon@noaa.gov
#|                          Elizabeth Steffen-NOAA        elizabeth.steffen@noaa.gov
#| 15N                      Daniel Sigman-Princeton       sigman@princeton.edu
#|                          Peter DiFiore-Princeton       pdifiore@princeton.edu
#|
#|
#| Following American Geophysical Union recommendations, the data should be
#| cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#| CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#| file date." For further information, please contact one of the parties
#| listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#| the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#| from their use.
#|
#|
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,CTDRAW,TRITER,THETA,FUCO,FUCO_FLAG_W,RHAM,RHAM_FLAG_W,ARABA,ARABA_FLAG_W,GALA,GALA_FLAG_W,GLUC,GLUC_FLAG_W,MAN,MAN_FLAG_W,DCNS,DCNS_FLAG_W,BRDU,BRDU_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,HELIER,DELHER
33RR20050106,       P16S,      18,          1,         15,         15,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1481.7,   2.7501,  34.5493,2,  34.5473,2,    156.6,2,   156.4,2,   88.24,2,   35.21,2,    0.00,2,    2.50,2,   0.008,2,   0.058,3,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1481.7,-999.000,   2.6467,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,         14,         14,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1582.5,   2.6014,  34.5674,2,  34.5658,2,    155.5,2,   155.9,2,   93.69,2,   35.26,2,    0.00,2,    2.50,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1582.5,-999.000,   2.4915,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,         13,         13,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1683.5,   2.4468,  34.5878,2,  34.5865,2,    154.2,2,   154.5,2,   99.56,2,   35.42,2,    0.00,2,    2.51,2,   0.038,4,   0.137,4,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1683.5,-999.000,   2.3305,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,         12,         12,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1784.5,   2.2958,  34.6085,2,  34.6072,2,    152.0,2,   152.7,2,  106.70,2,   35.52,2,    0.00,2,    2.53,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1784.5,-999.000,   2.1731,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,         11,         11,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1885.0,   2.1943,  34.6226,2,  34.6206,2,    150.7,2,   151.3,2,  111.33,2,   35.62,2,    0.00,2,    2.53,2,  -0.002,2,   0.024,3,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1885.0,-999.000,   2.0646,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,         10,         10,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  1986.0,   2.1208,  34.6331,2,  34.6304,2,    148.8,2,   149.7,2,  115.54,2,   35.78,2,    0.00,2,    2.54,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1986.0,-999.000,   1.9837,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          9,          9,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  2188.8,   1.9904,  34.6454,2,  34.6434,2,    150.9,2,   151.4,2,  119.54,2,   35.67,2,    0.00,2,    2.54,2,   0.007,2,   0.065,3,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  2188.8,-999.000,   1.8380,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          8,          8,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  2441.3,   1.8861,  34.6562,2,  34.6544,2,    152.3,2,   152.9,2,  122.70,2,   35.67,2,    0.00,2,    2.53,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  2441.3,-999.000,   1.7132,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          7,          7,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  2695.0,   1.8196,  34.6639,2,  34.6625,2,    151.8,2,   152.2,2,  126.50,2,   35.78,2,    0.00,2,    2.53,2,   0.009,2,   0.077,3,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  2695.0,-999.000,   1.6248,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          6,          6,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  2948.2,   1.7290,  34.6708,2,  34.6697,2,    158.8,2,   159.5,2,  125.45,2,   35.24,2,    0.00,2,    2.49,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  2948.2,-999.000,   1.5121,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          5,          5,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  3283.4,   1.6130,  34.6805,2,  34.6790,2,    166.7,2,   167.2,2,  124.17,2,   34.65,2,    0.00,2,    2.44,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  3283.4,-999.000,   1.3659,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          4,          4,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  3690.6,   1.5204,  34.6888,2,  34.6877,2,    174.6,2,   175.1,2,  122.91,2,   34.11,2,    0.00,2,    2.40,2,   0.001,2,   0.088,3,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  3690.6,-999.000,   1.2339,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          3,          3,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  4099.1,   1.4749,  34.6941,2,  34.6933,2,    179.3,2,   180.3,2,  122.69,2,   33.74,2,    0.00,2,    2.38,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  4099.1,-999.000,   1.1457,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          2,          2,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  4496.5,   1.4022,  34.7006,2,  34.6998,2,    186.2,2,   186.9,2,  120.99,2,   33.31,2,    0.00,2,    2.33,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  4496.5,-999.000,   1.0305,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      18,          1,          1,          1,2,20050115,       0245,   -24.4992,  -149.9997,       4603,  4700.7,   1.4025,  34.7019,2,  34.7016,2,    187.5,2,   188.2,2,  120.78,2,   33.20,2,    0.00,2,    2.33,2,   0.002,2,   0.125,4,   0.001,2,  -999.0,9,  -999.0,9,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  4700.7,-999.000,   1.0071,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         36,         36,2,20050115,       0941,   -24.9995,  -149.9985,       4556,     2.7,  27.5540,  35.6244,2,  35.6242,2,    200.1,2,   200.2,2,    0.63,2,    0.06,2,    0.00,2,    0.12,2,   1.663,2,   1.114,2,   0.165,2,  1999.4,6,  2341.1,2,   0.519,2,   5.3550,4,   -1.55,2, -999.00,9,  -999.0,9,  -999.0,  17.311,4,   0.124,  66.0634,2,     2.7,   0.009,  27.5534,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0700,    0.22
33RR20050106,       P16S,      19,          2,         35,         35,2,20050115,       0941,   -24.9995,  -149.9985,       4556,    55.4,  22.4548,  35.6387,2,  35.6372,2,    214.9,2,   215.6,2,    0.42,2,    0.00,2,    0.00,2,    0.11,2,   2.049,2,   1.309,2,   0.166,2,  2016.5,2,  2338.7,2,   0.541,2,   0.3780,4,    2.58,3, -999.00,9,  -999.0,9,  -999.0,   1.252,4,   0.002,  67.4385,2,    55.4,   0.010,  22.4437,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0010,    0.29
33RR20050106,       P16S,      19,          2,         34,         34,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   105.3,  21.1399,  35.5911,2,  35.5922,2,    213.2,2,   212.6,2,    0.42,2,    0.00,2,    0.00,2,    0.11,2,   2.133,2,   1.362,2,   0.188,2,  2028.8,2,  2334.1,2,   0.501,2,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  64.4413,2,   105.3,   0.010,  21.1196,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         33,         33,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   155.4,  19.7775,  35.5745,2,  35.5746,2,    202.6,2,   199.9,2,    0.63,2,    0.70,2,    0.07,2,    0.20,2,   2.273,2,   1.404,2,   0.121,2,  2053.3,2,  2332.9,2,   0.522,2,   1.7340,2,   -1.08,2, -999.00,9,  -999.0,9,  -999.0,   7.032,2,   0.008,  54.7291,2,   155.4,   0.010,  19.7489,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0010,    0.16
33RR20050106,       P16S,      19,          2,         32,         32,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   205.4,  18.5941,  35.5254,2,  35.5245,2,    193.9,2,   193.2,2,    0.83,2,    2.56,2,    0.01,2,    0.32,2,   2.340,2,   1.445,2,   0.065,2,  2067.9,2,  2327.8,2,   0.467,2,   1.7200,2,   -0.55,2, -999.00,9,  -999.0,9,  -999.0,   6.979,2,   0.008,  53.4049,2,   205.4,   0.009,  18.5579,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0010,    0.18
33RR20050106,       P16S,      19,          2,         31,         31,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   255.3,  17.1058,  35.4110,2,  35.4125,2,    208.2,2,   207.1,2,    0.83,2,    2.41,2,    0.01,2,    0.29,2,   2.534,2,   1.496,2,   0.072,2,  2068.5,2,  2320.9,2,   0.540,2,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  53.7048,2,   255.3,   0.012,  17.0633,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         30,         30,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   304.8,  15.5247,  35.2589,2,  35.2571,2,    204.9,2,   203.5,2,    1.24,2,    4.88,2,    0.00,2,    0.45,2,   2.615,2,   1.540,2,   0.048,2,  2083.2,2,  2311.4,2,-999.000,9,   1.7230,2,   -0.54,2, -999.00,9,  -999.0,9,  -999.0,   7.128,2,   0.010,  26.3603,4,   304.8,-999.000,  15.4772,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0010,    0.16
33RR20050106,       P16S,      19,          2,         29,         29,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   355.6,  13.5890,  35.0177,2,  35.0102,2,    201.0,2,   199.8,2,    2.06,2,    9.01,2,    0.00,2,    0.72,2,   2.574,6,   1.456,6,   0.030,6,  2099.5,2,  2301.4,2,   0.365,2,   1.7310,2,   -0.05,2, -999.00,9,  -999.0,9,  -999.0,   7.284,2,   0.011,  44.4399,2,   355.6,   0.007,  13.5383,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0010,    0.20
33RR20050106,       P16S,      19,          2,         28,         28,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   405.4,  12.1223,  34.8598,2,  34.8571,2,    199.4,2,   199.9,2,    2.89,2,   12.12,2,    0.00,2,    0.92,2,   2.560,2,   1.364,2,   0.023,2,  2110.5,2,  2293.9,2,   0.434,2,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  45.7331,2,   405.4,   0.009,  12.0687,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         27,         27,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   455.6,  10.5814,  34.7039,2,  34.7108,2,    204.3,2,   205.8,2,    3.72,2,   14.87,2,    0.00,2,    1.10,2,   2.610,2,   1.394,2,   0.043,2,  2119.5,2,  2287.5,2,   0.242,2,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  45.1945,2,   455.6,   0.007,  10.5261,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         26,         26,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   505.8,   8.9279,  34.5348,2,  34.5368,2,    212.2,2,   215.4,2,    4.75,2,   18.25,2,    0.00,2,    1.31,2,   2.615,2,   1.435,2,   0.075,2,  2128.6,2,  2281.1,2,   0.196,2,   1.8010,2,    0.64,2, -999.00,9,  -999.0,9,  -999.0,   7.746,2,   0.038,  44.5340,2,   505.8,   0.006,   8.8726,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0030,    0.18
33RR20050106,       P16S,      19,          2,         25,         25,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   605.9,   6.8670,  34.3678,2,  34.3672,2,    227.2,2,   231.0,2,    7.84,2,   22.95,2,    0.00,2,    1.60,2,   2.123,2,   1.107,2,   0.044,2,  2140.3,2,  2279.3,2,   0.136,2,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  44.7753,2,   605.9,   0.007,   6.8098,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,      19,          2,         24,         24,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   707.2,   6.0801,  34.3293,2,  34.3275,2,    228.7,2,   229.8,2,   11.55,2,   25.21,2,    0.00,2,    1.75,2,   1.392,2,   0.747,2,   0.028,2,  2148.6,2,  2280.3,2,   0.097,2,   1.8960,2,    1.93,2, -999.00,9,  -999.0,9,  -999.0,   8.079,2,   0.039,  43.1315,2,   707.2,   0.004,   6.0170,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0030,    0.17
33RR20050106,       P16S,      19,          2,         23,         23,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   806.5,   5.3038,  34.3158,2,  34.3156,2,    216.5,2,   211.0,2,   19.62,2,   28.53,2,    0.00,2,    1.99,2,   0.726,2,   0.389,2,   0.019,2,  2169.6,2,  2284.6,2,-999.000,9,   1.8030,2,    3.54,2, -999.00,9,  -999.0,9,  -999.0,   7.782,2,   0.038,  40.4377,2,   806.5,-999.000,   5.2361,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0030,    0.17
33RR20050106,       P16S,      19,          2,         22,         22,2,20050115,       0941,   -24.9995,  -149.9985,       4556,   906.5,   4.7922,  34.3296,2,  34.3289,2,    199.3,2,   198.0,2,   27.70,2,   30.54,2,    0.00,2,    2.13,2,   0.422,2,   0.228,2,   0.001,2,  2187.9,2,  2293.1,2,-999.000,9,   1.8020,2,    6.47,2, -999.00,9,  -999.0,9,  -999.0,   7.758,2,   0.038,  44.1808,2,   906.5,-999.000,   4.7190,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0030,    0.17
