BOTTLE,20160524SIOCCHCBG
# Merged parameters: DELO18, DELO18_FLAG_W
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# BOTTLE,20160202PRINUNIVRMK
# 2/2/16 contamination corrected data from Jenkins 
# 12/3/15 revised tritium data from Jenkins 
# 6/8/15:Added O18 data and assigned flag of 2 for each datum;RMK 
# Added H3, He, He3, Ne data 
# 20140821SIOCCHCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# 20140205SIOCCHSE
# Merged parameters: DELHE3, DELHER, DELHE3_FLAG_W, HELIUM, HELIER, HELIUM_FLAG_W, NEON, NEONER, NEON_FLAG_W
# 20140111SIOCCHRJL
# Added instructions for citation use
#BOTTLE,20131203CCHSIOCBG
# CFC-11, CFC-12, and CFC113 flag from 5 to 2 at (sta 2, ca 1, btl 4) (sta 3, ca 2, btl 1)
#BOTTLE,20130918SIOCCHCBG  
# Merged parameters: DELC14, DELC14_FLAG_W, C14ERR, DELC13, DELC13_FLAG_W
# 20100913CCHDOSIOCBG
#code: copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091124CCHDOSIOJCF
#code : Justin Fields merge_exchange.rb
#original files copied from HTML directory: 2009-11-24
#| 
#| Data Provided by:
#| PARAMETER/PROGRAM            PI NAME                    EMAIL ADDRESS
#| _________________________________________________________________________
#| CTDO/rosette/S/O2/nutrients  Jim Swift, UCSD/SIO        jswift@ucsd.edu
#| Transmissometer              Wilf Gardner, Texas A&M U  wgardner@ocean.tamu.edu
#| Underway bathymetry,         Frank Delahoyde, UCSD/SIO  frank@odf.ucsd.edu
#|   meteorology, gravimetry,   Shipboard Computer Group
#|   thermosalinograph         
#| Total alkalinity, pH         Andrew Dickson, UCSD/SIO   adickson@ucsd.edu
#| CO2, DIC and underway pCO2   Rik Wanninkhof             Rik.Wanninkhof@noaa.gov
#| DOM                          DOC/DON                    Craig Carlson - lead contact 
#|                              Dennis Hansell, UM RSMS    dhansell@rsmas.miami.edu
#| CDOM                         Norm Nelson, UCSB          norm@icess.ucsb.edu
#| 13C/14C, isotopic content    Ann McNichol, WHOI         amcnichol@whoi.edu
#|   of DIC                     Robert Key, Princeton      key@Princeton.EDU
#| CFCs                         Rana Fine                  rfine@rsmas.miami.edu
#| He/Tr/Neon                   Bill Jenkins               wjenkins@whoi.edu
#| ADCP/LADCP                   Eric Firing, U Hawaii      efiring@soest.hawaii.edu
#| Trace elements               Chris Measures, U Hawaii   chrism@soest.hawaii.edu
#|                              Bill Landing, FSU          landing@ocean.fsu.edu
#| ARGO floats                  Stephen Riser, UW          riser@ocean.washington.edu
#|                              Anne Thresher, CSIRO       Ann.Thresher@csiro.au
#| Black Carbon                 Thorsten Dittmar, FSU      dittmar@ocean.fsu.edu
#| O18                          Mike Meredith              mmm@bas.ac.uk
#|
#|
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#| 
#|
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,ALUMIN,ALUMIN_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,BTL_LAT,BTL_LON,DELSI30,DELSI30_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOMSN,CDOMSN_FLAG_W,BLACKC,BLACKC_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM555,CDOM555_FLAG_W,DELHER,HELIER
33RR20080204,       I06S,      19,          1,          9,          9,2,20080210,       2311,   -36.5004,    30.0024,       4676,  2025.0,   2.9298,  34.6718,2,  34.6710,2,    176.6,2,   177.2,2,   67.90,2,   31.81,2,    0.00,2,    2.21,2,   0.181,2,   0.115,2,   0.009,2,  -999.0,9,  2339.3,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   2.9305,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.5003,  30.0022,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          8,          8,2,20080210,       2304,   -36.5004,    30.0024,       4676,  2269.1,   2.7861,  34.7508,2,  34.7510,2,    193.1,2,   193.3,2,   63.21,2,   29.31,2,    0.00,2,    2.02,2,   0.066,2,   0.033,2,   0.000,2,  2231.6,2,  2338.3,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   2.7857,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,1, -36.5004,  30.0024,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          7,          7,2,20080210,       2254,   -36.5004,    30.0024,       4676,  2643.3,   2.5678,  34.8055,2,  34.8059,2,    208.6,2,   209.0,2,   61.38,2,   27.23,2,    0.00,2,    1.86,2,   0.045,2,   0.030,2,   0.000,2,  -999.0,9,  2340.4,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   2.5677,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.5003,  30.0024,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          6,          6,2,20080210,       2245,   -36.5004,    30.0024,       4676,  2946.1,   2.4082,  34.8226,2,  34.8227,2,    217.5,2,   217.9,2,   61.58,2,   26.37,2,    0.00,2,    1.80,2,   0.035,2,   0.029,2,   0.000,2,  2218.8,2,  2340.6,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   2.4084,2,    0.77,2,  -126.2,2,     2.5,-999.000,9,-999.000,  -999.0,9, -999.00,9,   38.93,2, -999.00,1, -36.5004,  30.0024,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          5,          5,2,20080210,       2231,   -36.5004,    30.0024,       4676,  3556.6,   1.9404,  34.7984,2,  34.7987,2,    218.2,2,   218.2,2,   77.03,2,   27.58,2,    0.00,2,    1.88,2,   0.037,2,   0.019,2,   0.000,2,  2230.1,2,  2350.4,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   1.9403,2,    0.69,2,  -140.3,2,     3.1,-999.000,9,-999.000,  -999.0,9, -999.00,9,   39.51,2, -999.00,1, -36.5004,  30.0023,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          4,          4,2,20080210,       2224,   -36.5004,    30.0024,       4676,  3859.1,   1.6150,  34.7728,2,  34.7735,2,    216.8,2,   216.9,2,   88.64,2,   28.75,2,    0.00,2,    1.97,2,   0.053,2,   0.031,2,   0.000,2,  -999.0,9,  2356.7,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   1.6143,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.5004,  30.0025,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          3,          3,2,20080210,       2216,   -36.5004,    30.0024,       4676,  4175.9,   1.3261,  34.7499,2,  34.7503,2,    216.6,2,   216.6,2,   99.05,2,   29.80,2,    0.00,2,    2.05,2,   0.079,2,   0.047,2,   0.000,2,  2248.1,2,  2361.0,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   1.3259,2,    0.14,3,  -171.2,2,     4.7,-999.000,9,-999.000,  -999.0,9, -999.00,9,   39.71,2, -999.00,1, -36.5003,  30.0023,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          2,          2,2,20080210,       2209,   -36.5004,    30.0024,       4676,  4481.9,   1.1963,  34.7382,2,  34.7392,2,    217.0,2,   216.8,2,  104.36,2,   30.31,2,    0.00,2,    2.09,2,   0.089,2,   0.062,2,   0.001,2,  -999.0,9,  2362.7,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   1.1961,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.5004,  30.0024,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      19,          1,          1,          1,2,20080210,       2202,   -36.5004,    30.0024,       4676,  4738.1,   1.0868,  34.7278,2,  34.7289,2,    216.0,2,   216.6,2,  109.46,2,   30.77,2,    0.00,2,    2.13,2,   0.114,2,   0.071,2,   0.002,2,  2256.2,6,  2367.2,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   1.0867,2,    0.55,2,  -146.5,2,     2.4,-999.000,9,-999.000,  -999.0,9, -999.00,9,   39.51,2, -999.00,1, -36.5004,  30.0023,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         36,         36,2,20080211,       0709,   -37.0000,    30.0000,       4542,     5.7,  21.9932,  35.5445,2,  35.5426,2,    217.5,2,   218.9,2,    2.36,2,    0.05,2,    0.00,2,    0.09,2,   2.008,2,   1.229,2,   0.184,2,  2012.5,6,  2328.7,2,   8.1370,4,    20.00,   0.631,2,   0.009,   1.714,2,   -1.22,2,  21.9928,2, -999.00,9,  -999.0,9,  -999.0,   6.787,2,   0.026,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  30.0000,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         35,         35,2,20080211,       0707,   -37.0000,    30.0000,       4542,    27.1,  21.9994,  35.5441,2,  35.5419,2,    218.3,2,   218.9,2,    2.16,2,    0.05,2,    0.00,2,    0.08,2,   2.015,2,   1.227,2,   0.190,2,  -999.0,9,  2329.1,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  21.9982,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  30.0000,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         34,         34,2,20080211,       0706,   -37.0000,    30.0000,       4542,    41.3,  22.0005,  35.5439,2,  35.5425,2,    218.4,2,   218.9,2,    2.15,2,    0.05,2,    0.00,2,    0.08,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2328.5,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  22.0010,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9999,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         33,         33,2,20080211,       0704,   -37.0000,    30.0000,       4542,    70.8,  21.9031,  35.5460,2,  35.5449,2,    219.5,2,   219.4,2,    2.14,2,    0.05,2,    0.00,2,    0.08,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2332.9,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  21.8959,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  30.0000,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         32,         32,2,20080211,       0703,   -37.0000,    30.0000,       4542,    96.2,  19.9717,  35.5291,2,  35.5303,2,    223.6,2,   220.5,2,    2.53,2,    0.15,2,    0.05,2,    0.14,2,   2.244,2,   1.357,2,   0.198,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,   0.613,6,   0.006,   1.729,2,   -1.18,2,  19.9942,2, -999.00,9,  -999.0,9,  -999.0,   6.985,2,   0.027,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0002,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         31,         31,2,20080211,       0701,   -37.0000,    30.0000,       4542,   147.1,  18.6757,  35.5299,2,  35.5282,2,    212.2,2,   213.4,2,    2.72,2,    2.26,2,    0.02,2,    0.25,2,   2.331,2,   1.421,2,   0.208,2,  -999.0,9,  2327.4,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  18.6752,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0003,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         30,         30,2,20080211,       0659,   -37.0000,    30.0000,       4542,   196.9,  18.0464,  35.5357,2,  35.5337,2,    208.9,2,   207.3,2,    3.89,2,    3.81,2,    0.02,2,    0.35,2,   2.411,2,   1.452,2,   0.142,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,   0.599,2,   0.009,   1.720,2,   -1.18,2,  18.0407,2, -999.00,9,  -999.0,9,  -999.0,   6.971,2,   0.026,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0003,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         29,         29,2,20080211,       0657,   -37.0000,    30.0000,       4542,   236.6,  17.6047,  35.5340,2,  35.5330,2,    213.2,2,   213.3,2,    3.69,2,    3.61,2,    0.01,2,    0.34,2,   2.454,2,   1.493,2,   0.169,2,  -999.0,9,  2328.5,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  17.6040,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0001,  30.0003,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         28,         28,2,20080211,       0655,   -37.0000,    30.0000,       4542,   285.5,  17.0941,  35.5293,2,  35.5267,2,    211.0,2,   209.4,2,    4.27,2,    4.66,2,    0.01,2,    0.41,2,   2.533,2,   1.499,2,   0.139,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,   0.558,2,   0.009,   1.751,2,   -0.98,2,  17.1012,2, -999.00,9,  -999.0,9,  -999.0,   7.112,2,   0.027,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  29.9999,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         27,         27,2,20080211,       0654,   -37.0000,    30.0000,       4542,   336.0,  16.4714,  35.5133,2,  35.5169,2,    203.5,2,   203.9,2,    4.66,2,    5.90,2,    0.01,2,    0.49,2,   2.601,2,   1.525,2,   0.101,2,  -999.0,9,  2328.9,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  16.4687,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9998,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         26,         26,2,20080211,       0652,   -37.0000,    30.0000,       4542,   385.6,  15.9348,  35.4912,2,  35.4899,2,    207.7,2,   202.1,2,    5.05,2,    6.70,2,    0.01,2,    0.55,2,   2.650,2,   1.538,2,   0.087,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,   0.531,2,   0.009,   1.751,2,   -0.45,2,  15.9352,2, -999.00,9,  -999.0,9,  -999.0,   7.181,2,   0.027,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9997,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         25,         25,2,20080211,       0650,   -37.0000,    30.0000,       4542,   436.5,  15.1962,  35.4381,2,  35.4335,2,    203.1,2,   202.6,2,    5.04,2,    7.65,2,    0.01,2,    0.60,2,   2.764,2,   1.580,2,   0.110,2,  -999.0,9,  2327.3,2,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  15.2014,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9998,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         24,         24,2,20080211,       0649,   -37.0000,    30.0000,       4542,   484.8,  14.5162,  35.3805,2,  35.3795,2,    207.3,2,   207.2,2,    5.04,2,    8.26,2,    0.00,2,    0.64,2,   2.880,2,   1.648,2,   0.069,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,   0.493,2,   0.009,   1.750,2,   -0.32,2,  14.5168,2, -999.00,9,  -999.0,9,  -999.0,   7.257,2,   0.028,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9999,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         23,         23,2,20080211,       0647,   -37.0000,    30.0000,       4542,   566.1,  13.4267,  35.2876,2,  35.2897,2,    212.2,2,   213.3,2,    4.83,2,    9.65,2,    0.00,2,    0.76,2,   3.033,2,   1.759,2,   0.073,2,  -999.0,9,  2320.1,2,-999.0000,9,  -999.00,   0.450,2,   0.009,   1.765,2,   -0.26,2,  13.4349,2, -999.00,9,  -999.0,9,  -999.0,   7.365,2,   0.028,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0002,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         22,         22,2,20080211,       0644,   -37.0000,    30.0000,       4542,   667.4,  12.4264,  35.1513,2,  35.1528,2,    217.2,2,   216.7,2,    5.03,2,   11.35,2,    0.00,2,    0.87,2,   3.200,2,   1.748,2,   0.080,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  12.4275,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0004,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         21,         21,2,20080211,       0641,   -37.0000,    30.0000,       4542,   767.3,  11.4782,  35.0094,2,  35.0099,2,    218.3,2,   216.4,2,    5.81,2,   13.40,2,    0.00,2,    1.01,2,   3.216,2,   1.706,2,   0.099,2,  -999.0,9,  2308.4,2,-999.0000,9,  -999.00,   0.359,2,   0.009,   1.773,2,    0.33,2,  11.4739,2, -999.00,9,  -999.0,9,  -999.0,   7.424,2,   0.028,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0002,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         20,         20,2,20080211,       0638,   -37.0000,    30.0000,       4542,   877.5,  10.2708,  34.8421,2,  34.8409,2,    215.9,2,   213.9,2,    7.59,2,   16.37,2,    0.00,2,    1.18,2,   3.119,2,   1.631,2,   0.105,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,  10.2714,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9999,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         19,         19,2,20080211,       0636,   -37.0000,    30.0000,       4542,   966.9,   9.3717,  34.7354,2,  34.7381,2,    207.5,2,   205.9,2,   10.96,2,   19.18,2,    0.00,2,    1.38,2,   2.862,2,   1.496,2,   0.113,2,  -999.0,9,  2299.9,2,-999.0000,9,  -999.00,   0.247,2,   0.009,   1.787,2,    1.22,2,   9.3892,2, -999.00,9,  -999.0,9,  -999.0,   7.605,2,   0.029,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -36.9999,  29.9998,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         18,         18,2,20080211,       0633,   -37.0000,    30.0000,       4542,  1067.0,   7.8937,  34.5918,2,  34.5969,2,    199.6,2,   197.6,2,   17.35,2,   23.53,2,    0.00,2,    1.66,2,   2.530,2,   1.297,2,   0.133,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   7.8876,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0001,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,      20,          1,         17,         17,2,20080211,       0631,   -37.0000,    30.0000,       4542,  1176.8,   6.0592,  34.4171,2,  34.4173,2,    195.6,2,   208.1,2,   21.95,2,   27.23,2,    0.00,2,    1.90,2,   2.825,2,   1.458,2,   0.192,2,  -999.0,9,  2295.0,2,-999.0000,9,  -999.00,-999.000,9,-999.000,   1.808,2,    2.04,2,   6.0411,3, -999.00,9,  -999.0,9,  -999.0,   7.760,2,   0.029,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0000,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.15,   0.007
33RR20080204,       I06S,      20,          1,         16,         16,2,20080211,       0628,   -37.0000,    30.0000,       4542,  1277.9,   5.5720,  34.4530,2,  34.4534,2,    185.4,2,   190.6,2,   32.61,2,   29.37,2,    0.00,2,    2.07,2,   2.045,2,   1.027,2,   0.134,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,   5.5750,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -37.0000,  30.0001,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
