BOTTLE,20170412CCHSIORJL
# Merged parameters: CH3Cl, CH3Cl_FLAG, CH3Br, CH3Br_FLAG, CH3I, CH3I_FLAG
# Merged parameters from A16S_MeX_HY1.csv (Submitted by Shari Yvon Lewis on 20080714)
# Merged parameters: HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# Merged parameters from LDEO_NGL_CliVarHeNe4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150411)
# Merged parameters: TRITUM, TRITUM_FLAG_W, TRITER
# Merged parameters from LDEO_NGL_CliVarTritium4CCHDO_A16S.xlsx (Submitted by R.Newton on 20150413)
# Change CH3Cl to CH3L
# 20110831CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb 
#original files copied from HTML directory: 2011-08-31
#original HYD file: /data/co2clivar/atlantic/a16/a16s_2005a/original/2011.08.25_carbon_cberys/original_hy1.csv  2011-08-31
#BOTTLE,20100913CCHDOSIOCBG
#code:copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091030CCHDOSIOJCF
# code : Justin Fields merge_exchange.rb
#| PARAMETER/PROGRAM    Institution     Principal Investigator
#| ------------------------------------------------------------------
#| CTD                  PMEL/AOML       Greg Johnson/Molly Baringer
#| Salinity             PMEL            Greg Johnson
#| CFCs                 UW/PMEL         Mark Warner/John Bullister
#| HCFCs                TAMU            Shari Yvon-Lewis
#| DIC                  AOML/PMEL       Rik Wanninkhof/Dick Feely
#| Discrete pCO2        AOML            Rik Wanninkhof
#| Dissolved O2         RSMAS-U. Miami  Chris Langdon
#| Nutrients            UW/AOML         Calvin Mordy/Jia-Zhong Zhang
#| Helium/Tritium       LDEO            Peter Schlosser
#| CO2-Alkalinity       RSMAS-U. Miami  Frank Millero
#| CO2-pH               RSMAS-U. Miami  Frank Millero
#| DOC                  RSMAS-U. Miami  Dennis Hansell
#| CDOM                 UCSB            Norm Nelson/Craig Carlson
#| Underway pCO2        AOML            Rik Wanninkhof
#| 13C/14C              WHOI            Ann McNichol
#| ADCP/LADCP           U. Hawaii/LDEO  Eric Firing/Andreas Thurnherr
#| Aerosols             CWU             Anne Johansen
#| SAMI/CO2             U. Montana      Mike DeGrandpre
#| CO2 System Develop.  USF             Robert Byrne
#|
#| Following American Geophysical Union recommendations,
#| the data should be cited as: data provider(s), cruise name
#| or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic
#| Data Office, La Jolla, CA USA," and data file date. For further
#| information", please contact one of the parties listed above or
#| cchdo@ucsd.edu. Users are also requested to acknowledge the
#| NSF/NOAA-funded U.S. Repeat Hydrography Program in publications
#| resulting from their use.
#
 33RO200501,       A16S,      18,          1,         26,         26,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   240.9,   1.8474,  34.3893,2,  34.3898,2,    202.8,2,   205.7,2,   65.40,2,   34.21,2,    0.05,2,    2.31,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  240.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.8348,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         25,         25,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   275.6,   1.7912,  34.4169,2,  34.4169,2,    197.8,2,   203.0,2,   68.01,2,   34.17,2,    0.04,2,    2.31,2,   1.931,2,   0.998,2,   0.146,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   2.058,3, -999.00,9,  275.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.7768,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         24,         24,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   326.2,   1.8610,  34.4747,2,  34.4765,2,    187.1,2,   194.2,2,   72.40,2,   34.10,2,    0.03,2,    2.32,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  326.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.8436,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         23,         23,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   376.5,   2.0437,  34.5379,2,  34.5378,2,    179.7,2,   180.2,2,   76.38,2,   34.04,2,    0.03,2,    2.33,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  376.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.0229,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         22,         22,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   425.4,   2.0437,  34.5679,2,  34.5680,2,    178.3,2,   177.8,2,   79.02,2,   33.91,2,    0.03,2,    2.33,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  425.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.0200,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         21,         21,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   475.8,   2.0662,  34.5975,2,  34.5991,2,    176.3,2,   175.7,2,   81.54,2,   33.73,2,    0.03,2,    2.32,2,   0.579,2,   0.298,2,   0.036,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.755,3, -999.00,9,  475.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.0394,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         20,         20,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   551.7,   2.0212,  34.6223,2,  34.6227,2,    176.6,2,   175.8,2,   83.96,6,   33.57,6,    0.02,6,    2.30,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  551.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.9899,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         19,         19,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   650.8,   1.9696,  34.6632,2,  34.6628,2,    177.3,2,   176.3,2,   88.59,2,   32.99,2,    0.02,2,    2.27,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  650.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.9324,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         18,         18,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   750.3,   1.8494,  34.6784,2,  34.6787,2,    181.5,2,   180.0,2,   90.74,2,   32.62,2,    0.02,2,    2.26,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  750.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.8066,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         17,         17,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   850.3,   1.7560,  34.6893,2,  34.6895,2,    183.0,2,   187.3,2,   92.67,2,   32.25,2,    0.02,2,    2.24,2,   0.333,2,   0.179,2,   0.017,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.446,3, -999.00,9,  850.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.7074,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         16,         16,2,20050121,       0719,   -53.2500,   -36.0163,       3230,   949.6,   1.6722,  34.6974,2,  34.6975,2,    185.2,2,   185.4,2,   94.75,6,   32.06,6,    0.01,6,    2.23,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9,  949.60,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.6178,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         15,         15,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1050.5,   1.5625,  34.7013,2,  34.7017,2,    188.4,2,   188.8,2,   97.46,2,   31.89,2,    0.01,2,    2.23,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1050.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.5023,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         14,         14,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1150.3,   1.4921,  34.7053,2,  34.7052,2,    190.1,2,   190.6,2,   99.91,2,   31.85,2,    0.01,2,    2.23,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1150.30,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.4259,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         13,         13,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1252.2,   1.4294,  34.7085,2,  34.7087,2,    191.7,2,   192.3,2,  101.88,2,   31.84,2,    0.01,2,    2.22,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1252.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.3568,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         12,         12,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1351.5,   1.3632,  34.7091,2,  34.7089,2,    193.7,2,   193.8,2,  103.02,6,   31.71,6,    0.01,6,    2.22,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1351.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.2845,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         11,         11,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1451.1,   1.3024,  34.7093,2,  34.7087,2,    197.6,2,   195.6,2,  104.83,2,   31.69,2,    0.01,2,    2.22,2,   0.288,2,   0.154,2,   0.020,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.354,3, -999.00,9, 1451.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.2174,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,         10,         10,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1550.4,   1.1974,  34.7050,2,  34.7050,2,    197.9,2,   198.6,2,  105.30,2,   31.59,2,    0.01,2,    2.22,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1550.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.1066,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          9,          9,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1750.9,   0.9643,  34.6947,2,  34.6946,2,    204.2,2,   204.6,2,  107.77,2,   31.64,2,    0.00,2,    2.23,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1750.90,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.8621,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          8,          8,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  1949.5,   0.8162,  34.6913,2,  34.6904,2,    206.7,2,   207.2,2,  111.08,6,   31.65,6,    0.00,6,    2.25,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 1949.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.7015,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          7,          7,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  2150.7,   0.6862,  34.6888,2,  34.6889,2,    209.2,2,   209.7,2,  115.20,2,   31.98,2,    0.00,2,    2.25,2,   0.517,2,   0.264,2,   0.035,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.555,3, -999.00,9, 2150.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.5583,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          6,          6,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  2351.5,   0.5729,  34.6856,2,  34.6861,2,    211.3,2,   211.4,2,  117.70,2,   32.16,2,    0.00,2,    2.27,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2351.50,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.4313,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          5,          5,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  2551.4,   0.5038,  34.6848,2,  34.6840,2,    213.4,2,  -999.0,5,  119.32,2,   32.15,2,    0.00,2,    2.26,2,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2551.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.3473,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          4,          4,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  2750.8,   0.4566,  34.6835,2,  34.6824,2,    215.3,2,   215.6,2,  119.57,6,   32.02,6,    0.00,6,    2.27,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 2750.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.2845,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          3,          3,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  2951.2,   0.3514,  34.6789,2,  34.6798,2,    217.8,2,   218.0,2,  120.92,6,   32.12,6,    0.00,6,    2.28,6,   0.590,2,   0.297,2,   0.028,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.637,3, -999.00,9, 2951.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.1644,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          2,          2,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  3150.8,   0.2317,  34.6750,2,  34.6745,2,    220.5,2,   221.1,2,  123.86,6,   32.09,6,    0.00,6,    2.29,6,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9, -999.00,9, 3150.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.0299,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      18,          1,          1,          1,2,20050121,       0719,   -53.2500,   -36.0163,       3230,  3353.8,   0.0751,  34.6699,2,  34.6718,3,    223.4,2,   224.8,2,  129.50,6,   32.18,6,    0.01,6,    2.31,6,   0.524,2,   0.260,2,   0.026,2,  -999.0,9,  -999.0,9,  -999.0,9,   20.00,-999.0000,9,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,   0.636,3, -999.00,9, 3353.80,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,  -0.1413,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         36,         36,2,20050121,       1149,   -52.9965,   -35.8480,       3509,     3.2,   3.2841,  33.8428,2,  33.8437,2,    333.3,2,   333.3,2,    4.76,2,   19.77,2,    0.24,2,    1.28,2,   5.762,2,   3.168,2,   0.505,2,  2125.7,6,  2290.6,2,  -999.0,9,   20.00,   7.7933,2,    25.00,   0.114,2,    0.01,   1.824,2,  -2.190,2,    1.84,2,   -79.4,2,     2.6,   7.938,2,   0.007,   6.274,4,   50.93,2,    3.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.2839,      0.001,   0.224,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         35,         35,2,20050121,       1149,   -52.9965,   -35.8480,       3509,    11.1,   3.1961,  33.8427,2,  33.8424,2,    333.5,2,   336.1,2,    4.55,2,   19.68,2,    0.24,2,    1.28,2,   5.777,2,   3.175,2,   0.515,2,  2124.7,2,  2289.7,6,  -999.0,9,   20.00,   7.7938,6,    25.00,   0.321,2,    0.01,   1.819,2,  -2.420,2,   -9.00,9,  -999.0,9,    -9.0,   7.941,2,   0.006,   6.348,4,   51.13,2,   11.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   3.1954,      0.001,   0.202,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         34,         34,2,20050121,       1149,   -52.9965,   -35.8480,       3509,    51.7,   2.4975,  33.8774,2,  33.8860,2,    336.6,2,   336.4,2,   10.09,2,   20.75,2,    0.23,2,    1.38,2,-999.000,9,-999.000,9,-999.000,9,  2136.4,2,  2291.6,2,  -999.0,9,   20.00,   7.7697,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    1.71,2,   -87.1,2,     3.2,-999.000,9,-999.000,-999.000,9,   46.47,2,   51.70,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   2.4946,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         33,         33,2,20050121,       1149,   -52.9965,   -35.8480,       3509,    72.2,   1.3172,  33.9583,2,  33.9587,2,    335.3,2,   333.4,2,   24.00,2,   23.05,2,    0.23,2,    1.61,2,   6.058,2,   3.284,2,   0.535,2,  2157.2,2,  2303.6,2,  -999.0,9,   20.00,   7.7337,2,    25.00,   0.088,2,    0.02,   1.851,2,  -1.850,2,   -9.00,9,  -999.0,9,    -9.0,   8.164,2,   0.007,   6.438,4,   43.46,2,   72.20,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   1.3139,      0.001,   0.227,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         32,         32,2,20050121,       1149,   -52.9965,   -35.8480,       3509,    91.4,   0.6073,  33.9987,2,  34.0001,2,    323.5,2,   326.5,2,   35.65,2,   25.36,2,    0.25,2,    1.81,2,-999.000,9,-999.000,9,-999.000,9,  2173.4,2,  2298.3,2,  -999.0,9,   20.00,   7.7062,6,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,    1.32,2,   -90.1,2,     2.7,-999.000,9,-999.000,-999.000,9,   42.02,2,   91.40,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.6037,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         31,         31,2,20050121,       1149,   -52.9965,   -35.8480,       3509,   116.2,   0.5955,  34.0912,2,  34.0945,2,    298.4,2,   299.8,2,   45.88,2,   28.57,2,    0.25,2,    2.00,2,   5.234,2,   2.849,2,   0.000,2,  2192.6,2,  2299.7,2,  -999.0,9,   20.00,   7.6599,2,    25.00,   0.041,2,    0.03,   1.898,2,  -0.480,2,    0.97,2,   -87.8,2,     3.0,   8.302,2,   0.007,   5.503,4,   41.57,2,  116.20,   0.1200,2,   0.0840,2,   0.0450,2,   0.0320,2,   0.0148,2,   0.0169,2,   0.5908,      0.001,   0.218,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         30,         30,2,20050121,       1149,   -52.9965,   -35.8480,       3509,   142.1,   0.8109,  34.1803,2,  34.1802,2,    275.6,2,   272.3,2,   53.92,2,   31.56,2,    0.22,2,    2.16,2,-999.000,9,-999.000,9,-999.000,9,  2207.1,2,  2302.7,2,  -999.0,9,   20.00,   7.6178,2,    25.00,-999.000,9, -999.00,-999.000,9,-999.000,9,   -9.00,9,  -999.0,9,    -9.0,-999.000,9,-999.000,-999.000,9,   39.96,2,  142.10,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,   0.8048,     -999.0,-999.000,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
 33RO200501,       A16S,      19,          1,         29,         29,2,20050121,       1149,   -52.9965,   -35.8480,       3509,   165.7,   0.9660,  34.2225,2,  34.2210,2,    231.5,2,   262.4,2,   56.72,2,   32.00,2,    0.21,2,    2.20,2,   3.977,2,   2.127,2,   0.343,2,  2213.3,2,  2308.1,2,  -999.0,9,   20.00,   7.6061,2,    25.00,   0.062,2,    0.01,   1.913,2,   1.180,2,    0.83,2,  -110.6,2,     2.6,   8.305,2,   0.007,   4.031,3,   39.65,2,  165.70,   0.1400,2,   0.1010,2,   0.0570,2,   0.0400,2,   0.0136,2,   0.0152,2,   0.9587,      0.001,   0.219,     -999.0,     -999.0,     -999.0,     -999.0,-999.000,     -999.0
