BOTTLE,20120305CCHDOSIOCBG
# added line names under SECT_ID and all comments below
#BOTTLE,20100602ACECRC
# NOTE: all data here are finalised
# The data originators (ACE CRC, Australia for CTD data and bottle data other than CFC's;
#  Mark Warner, University of Washington for CFC data) should be acknowledged in any publication,
#  including internal reports, published reports, journal articles, presentations etc.
# The following reference can be used for the data:
#  Rosenberg, M. and Rintoul, S. (unpublished) Aurora Australis Marine Science Cruise AU0803 and
#   AU0806 - oceanographic field measurements and analysis. ACECRC, Hobart, unpublished report.
# contact: Mark Rosenberg, mark.rosenberg@utas.edu.au
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
  09AR20071216,  CEAMARC,    18,  1,     11,     11,2,20071228,0229,-66.5575, 143.3272,  804,    324.4,  -1.8560,  34.5216,2,  34.5226,2,   309.87,2,   308.77,2,     79.1,2,    31.67,2,     2.16,2,   5.0401,2,   2.5502,2,   0.3840,2,    0.074,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,     10,     10,2,20071228,0229,-66.5575, 143.3272,  804,    401.1,  -1.8958,  34.5395,2,  34.5395,2,   306.27,2,   310.15,2,     79.0,2,    31.67,2,     2.16,2,   4.9426,2,   2.5473,2,   0.3450,2,   -0.022,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      9,      9,2,20071228,0229,-66.5575, 143.3272,  804,    400.7,  -1.8969,  34.5397,2,-999.0000,9,   306.38,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.028,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      8,      8,2,20071228,0229,-66.5575, 143.3272,  804,    501.6,  -1.8922,  34.5649,2,  34.5636,2,   310.74,2,   310.63,2,     78.4,2,    31.22,2,     2.16,2,   5.0159,2,   2.5830,2,   0.3702,2,   -0.015,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      7,      7,2,20071228,0229,-66.5575, 143.3272,  804,    501.4,  -1.8933,  34.5642,2,-999.0000,9,   310.74,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.018,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      6,      6,2,20071228,0229,-66.5575, 143.3272,  804,    651.4,  -1.8912,  34.6198,2,  34.6203,2,   308.65,2,   308.66,2,     77.7,2,    30.78,2,     2.16,2,   4.8945,2,   2.5741,2,   0.3518,2,   -0.028,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      5,      5,2,20071228,0229,-66.5575, 143.3272,  804,    651.4,  -1.8912,  34.6198,2,-999.0000,9,   308.65,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.030,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      4,      4,2,20071228,0229,-66.5575, 143.3272,  804,    751.3,  -1.8925,  34.6499,2,  34.6493,2,   309.71,2,   309.17,2,     78.3,2,    30.96,2,     2.17,2,   4.9963,6,   2.5682,6,   0.3730,6,   -0.025,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      3,      3,2,20071228,0229,-66.5575, 143.3272,  804,    751.3,  -1.8925,  34.6499,2,-999.0000,9,   309.71,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.016,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      2,      2,2,20071228,0229,-66.5575, 143.3272,  804,    801.5,  -1.8912,  34.6776,2,-999.0000,9,   310.59,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.034,2,    0.001,2
  09AR20071216,  CEAMARC,    18,  1,      1,      1,2,20071228,0229,-66.5575, 143.3272,  804,    800.6,  -1.8912,  34.6773,2,  34.6766,2,   310.65,2,   310.56,2,     79.2,2,    31.56,2,     2.17,2,   5.0881,2,   2.6026,2,   0.3724,2,   -0.034,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     24,     24,2,20071228,0726,-66.6642, 143.0237,  597,      5.6,  -0.6335,  34.3893,2,-999.0000,9,   361.47,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    1.683,2,    2.671,2
  09AR20071216,  CEAMARC,    19,  1,     23,     23,2,20071228,0726,-66.6642, 143.0237,  597,      5.6,  -0.6695,  34.3901,2,-999.0000,9,   361.47,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    1.759,2,    2.665,2
  09AR20071216,  CEAMARC,    19,  1,     22,     22,2,20071228,0726,-66.6642, 143.0237,  597,      5.7,  -0.6050,  34.3892,2,-999.0000,9,   361.47,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    1.585,2,    2.661,2
  09AR20071216,  CEAMARC,    19,  1,     21,     21,2,20071228,0726,-66.6642, 143.0237,  597,      5.7,  -0.6541,  34.3898,2,  34.3874,2,   361.47,2,   357.49,2,     61.1,2,    25.78,2,     1.63,2,   6.1415,6,   3.0759,6,   0.4830,6,    1.642,2,    2.662,2
  09AR20071216,  CEAMARC,    19,  1,     20,     20,2,20071228,0726,-66.6642, 143.0237,  597,     40.0,  -1.0234,  34.3931,2,-999.0000,9,   346.56,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    8.612,2,    0.794,2
  09AR20071216,  CEAMARC,    19,  1,     19,     19,2,20071228,0726,-66.6642, 143.0237,  597,     40.1,  -1.0245,  34.3933,2,-999.0000,9,   346.56,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    8.433,2,    0.789,2
  09AR20071216,  CEAMARC,    19,  1,     18,     18,2,20071228,0726,-66.6642, 143.0237,  597,     40.0,  -1.0252,  34.3931,2,-999.0000,9,   346.56,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    8.428,2,    0.787,2
  09AR20071216,  CEAMARC,    19,  1,     17,     17,2,20071228,0726,-66.6642, 143.0237,  597,     40.0,  -1.0253,  34.3932,2,-999.0000,9,   346.56,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    8.431,2,    0.785,2
  09AR20071216,  CEAMARC,    19,  1,     16,     16,2,20071228,0726,-66.6642, 143.0237,  597,     40.1,  -1.0261,  34.3931,2,  34.3933,2,   346.56,2,   353.18,2,     62.6,2,    25.98,2,     1.72,2,   5.8746,2,   3.0082,2,   0.4476,2,    8.484,2,    0.779,2
  09AR20071216,  CEAMARC,    19,  1,     15,     15,2,20071228,0726,-66.6642, 143.0237,  597,     79.9,  -1.4095,  34.4377,2,-999.0000,9,   343.58,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    3.478,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     14,     14,2,20071228,0726,-66.6642, 143.0237,  597,     79.9,  -1.4106,  34.4377,2,  34.4423,2,   343.58,2,   330.61,2,     70.1,2,    27.57,2,     1.96,2,   5.4041,2,   2.8293,2,   0.3924,2,    3.361,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     13,     13,2,20071228,0726,-66.6642, 143.0237,  597,    101.0,  -1.6072,  34.4697,2,-999.0000,9,   329.57,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.755,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     12,     12,2,20071228,0726,-66.6642, 143.0237,  597,    100.9,  -1.6102,  34.4702,2,  34.4732,2,   329.57,2,   308.70,2,     76.7,2,    29.13,2,     2.09,2,   4.8806,2,   2.4982,2,   0.3727,2,    0.657,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     11,     11,2,20071228,0726,-66.6642, 143.0237,  597,    151.5,  -1.7802,  34.4857,2,-999.0000,9,   312.29,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.063,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,     10,     10,2,20071228,0726,-66.6642, 143.0237,  597,    151.4,  -1.7851,  34.4863,2,  34.4848,2,   312.29,2,   307.26,2,     78.6,2,    30.60,2,     2.12,2,   5.0312,2,   2.5167,2,   0.3927,2,    0.065,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      9,      9,2,20071228,0726,-66.6642, 143.0237,  597,    250.5,  -1.8457,  34.5089,2,-999.0000,9,   309.11,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.012,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      8,      8,2,20071228,0726,-66.6642, 143.0237,  597,    249.4,  -1.8437,  34.5070,2,  34.5101,2,   309.11,2,   308.42,2,     79.2,2,    30.96,2,     2.14,2,   4.9930,2,   2.5560,2,   0.3759,2,    0.007,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      7,      7,2,20071228,0726,-66.6642, 143.0237,  597,    351.6,  -1.8831,  34.5377,2,  34.5387,2,   309.20,2,   311.50,2,     78.2,2,    30.73,2,     2.13,2,   5.0841,2,   2.6011,2,   0.3883,2,    0.007,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      6,      6,2,20071228,0726,-66.6642, 143.0237,  597,    351.5,  -1.8840,  34.5401,2,-999.0000,9,   309.20,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.007,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      5,      5,2,20071228,0726,-66.6642, 143.0237,  597,    447.5,  -1.8786,  34.5437,2,-999.0000,9,   309.72,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.010,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      4,      4,2,20071228,0726,-66.6642, 143.0237,  597,    447.8,  -1.8812,  34.5461,2,  34.5497,2,   309.72,2,   310.72,2,     78.5,2,    30.72,2,     2.12,2,   5.1409,2,   2.5790,2,   0.4042,2,   -0.002,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      3,      3,2,20071228,0726,-66.6642, 143.0237,  597,    554.7,  -1.8806,  34.5495,2,  34.5501,2,   310.33,2,   310.33,2,     78.2,2,    30.52,2,     2.13,2,   5.0464,2,   2.5721,2,   0.3846,2,   -0.001,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      2,      2,2,20071228,0726,-66.6642, 143.0237,  597,    554.0,  -1.8805,  34.5494,2,-999.0000,9,   310.33,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.005,2,    0.001,2
  09AR20071216,  CEAMARC,    19,  1,      1,      1,2,20071228,0726,-66.6642, 143.0237,  597,    617.4,  -1.8811,  34.5654,2,  34.5648,2,   310.80,2,   309.46,2,     78.2,2,    30.29,2,     2.11,2,   5.1169,2,   2.5727,2,   0.4053,2,   -0.012,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     24,     24,2,20071228,1249,-66.7487, 142.6637,  685,      5.1,  -0.7643,  34.4076,2,  34.3799,4,   356.88,2,   358.70,2,     63.1,2,    27.25,2,     1.66,2,   6.0516,2,   3.0567,2,   0.4590,2,    7.328,2,    2.218,2
  09AR20071216,  CEAMARC,    20,  1,     23,     23,2,20071228,1249,-66.7487, 142.6637,  685,      5.1,  -0.7331,  34.4081,2,-999.0000,9,   356.88,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    7.394,2,    2.223,2
  09AR20071216,  CEAMARC,    20,  1,     22,     22,2,20071228,1249,-66.7487, 142.6637,  685,      5.1,  -0.7230,  34.4081,2,-999.0000,9,   356.88,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    7.432,2,    2.216,2
  09AR20071216,  CEAMARC,    20,  1,     21,     21,2,20071228,1249,-66.7487, 142.6637,  685,      5.1,  -0.7171,  34.4080,2,-999.0000,9,   356.88,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    7.299,2,    2.216,2
  09AR20071216,  CEAMARC,    20,  1,     20,     20,2,20071228,1249,-66.7487, 142.6637,  685,     20.5,  -0.9485,  34.4072,2,-999.0000,9,   356.19,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    9.201,2,    0.887,2
  09AR20071216,  CEAMARC,    20,  1,     19,     19,2,20071228,1249,-66.7487, 142.6637,  685,     20.5,  -0.9450,  34.4073,2,  34.4089,2,   356.19,2,  -999.00,9,     63.7,2,    27.64,2,     1.74,2,   5.9651,2,   3.0190,2,   0.4456,2,    9.159,2,    0.876,2
  09AR20071216,  CEAMARC,    20,  1,     18,     18,2,20071228,1249,-66.7487, 142.6637,  685,     20.5,  -0.9325,  34.4072,2,-999.0000,9,   356.19,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    9.158,2,    0.892,2
  09AR20071216,  CEAMARC,    20,  1,     17,     17,2,20071228,1249,-66.7487, 142.6637,  685,     49.8,  -1.1040,  34.4163,2,  34.4162,2,   348.25,2,  -999.00,9,     65.7,2,    28.36,2,     1.80,2,   5.8804,2,   2.9874,2,   0.4411,2,    7.160,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     16,     16,2,20071228,1249,-66.7487, 142.6637,  685,     49.8,  -1.1177,  34.4171,2,-999.0000,9,   348.25,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    7.024,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     15,     15,2,20071228,1249,-66.7487, 142.6637,  685,     99.3,  -1.2289,  34.4320,2,  34.4330,2,   340.43,2,   341.22,2,     68.2,2,    28.89,2,     1.86,2,   5.7969,6,   2.9140,6,   0.4524,6,    5.795,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     14,     14,2,20071228,1249,-66.7487, 142.6637,  685,     99.4,  -1.2282,  34.4316,2,-999.0000,9,   340.43,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    5.244,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     13,     13,2,20071228,1249,-66.7487, 142.6637,  685,    160.1,  -1.5892,  34.4795,2,  34.4795,2,   326.15,2,   326.07,2,     73.8,2,    30.60,2,     2.03,2,   5.3333,2,   2.7855,2,   0.4000,2,    2.102,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     12,     12,2,20071228,1249,-66.7487, 142.6637,  685,    160.0,  -1.5887,  34.4794,2,-999.0000,9,   326.15,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    2.163,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     11,     11,2,20071228,1249,-66.7487, 142.6637,  685,    209.2,  -1.7731,  34.5154,2,  34.5162,2,   318.35,2,   317.28,2,     76.5,2,    31.26,2,     2.10,2,   5.3226,2,   2.6813,2,   0.4101,2,    0.736,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,     10,     10,2,20071228,1249,-66.7487, 142.6637,  685,    209.1,  -1.7760,  34.5164,2,-999.0000,9,   318.35,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.605,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      9,      9,2,20071228,1249,-66.7487, 142.6637,  685,    299.9,  -1.8125,  34.5308,2,  34.5301,2,   316.64,2,   317.37,2,     77.1,2,    31.21,2,     2.12,2,   5.3170,2,   2.6700,2,   0.4161,2,    0.364,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      8,      8,2,20071228,1249,-66.7487, 142.6637,  685,    299.5,  -1.8096,  34.5300,2,-999.0000,9,   316.64,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.431,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      7,      7,2,20071228,1249,-66.7487, 142.6637,  685,    401.9,  -1.8585,  34.5523,2,  34.5517,2,   315.32,2,   316.76,2,     77.8,2,    31.30,2,     2.13,2,   5.2841,2,   2.6646,2,   0.3991,2,    0.089,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      6,      6,2,20071228,1249,-66.7487, 142.6637,  685,    401.4,  -1.8573,  34.5513,2,-999.0000,9,   315.32,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.100,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      5,      5,2,20071228,1249,-66.7487, 142.6637,  685,    498.9,  -1.8620,  34.5612,2,  34.5611,2,   316.04,2,   315.36,2,     78.1,2,    31.16,2,     2.13,2,   5.2317,2,   2.6879,2,   0.4062,2,    0.047,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      4,      4,2,20071228,1249,-66.7487, 142.6637,  685,    499.1,  -1.8620,  34.5612,2,-999.0000,9,   315.99,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.043,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      3,      3,2,20071228,1249,-66.7487, 142.6637,  685,    600.2,  -1.8631,  34.5664,2,  34.5670,2,   316.32,2,   316.75,2,     77.7,2,    31.06,2,     2.11,2,   5.3207,2,   2.6853,2,   0.4064,2,    0.028,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      2,      2,2,20071228,1249,-66.7487, 142.6637,  685,    600.0,  -1.8631,  34.5665,2,-999.0000,9,   316.32,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.027,2,    0.001,2
  09AR20071216,  CEAMARC,    20,  1,      1,      1,2,20071228,1249,-66.7487, 142.6637,  685,    711.1,  -1.8610,  34.5698,2,  34.5697,2,   316.43,2,   315.84,2,     77.7,2,    30.73,2,     2.12,2,   5.3244,2,   2.6869,2,   0.4066,2,    0.023,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,     24,     24,2,20071228,1809,-66.8782, 142.6620,  412,      2.8,  -1.0096,  34.4595,2,  34.4601,2,  -999.00,5,   354.55,2,     69.1,2,    28.94,2,     1.81,2,   5.8460,2,   2.9861,2,   0.4476,2,    2.332,2,    3.433,2
  09AR20071216,  CEAMARC,    21,  1,     23,     23,2,20071228,1809,-66.8782, 142.6620,  412,      2.9,  -1.0020,  34.4593,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    2.315,2,    3.440,2
  09AR20071216,  CEAMARC,    21,  1,     22,     22,2,20071228,1809,-66.8782, 142.6620,  412,      2.8,  -1.0054,  34.4592,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    2.556,2,    3.415,2
  09AR20071216,  CEAMARC,    21,  1,     21,     21,2,20071228,1809,-66.8782, 142.6620,  412,      2.8,  -1.0022,  34.4592,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    3.175,2,    3.406,2
  09AR20071216,  CEAMARC,    21,  1,     20,     20,2,20071228,1809,-66.8782, 142.6620,  412,     29.9,  -1.2292,  34.4644,2,-999.0000,9,   348.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    4.951,2,    1.525,2
  09AR20071216,  CEAMARC,    21,  1,     19,     19,2,20071228,1809,-66.8782, 142.6620,  412,     30.0,  -1.2301,  34.4644,2,-999.0000,9,   348.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    4.754,2,    1.515,2
  09AR20071216,  CEAMARC,    21,  1,     18,     18,2,20071228,1809,-66.8782, 142.6620,  412,     30.0,  -1.2334,  34.4643,2,-999.0000,9,   348.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    4.857,2,    1.502,2
  09AR20071216,  CEAMARC,    21,  1,     17,     17,2,20071228,1809,-66.8782, 142.6620,  412,     30.0,  -1.2305,  34.4643,2,-999.0000,9,   348.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    5.253,2,    1.497,2
  09AR20071216,  CEAMARC,    21,  1,     16,     16,2,20071228,1809,-66.8782, 142.6620,  412,     30.0,  -1.2329,  34.4645,2,  34.4650,2,   348.97,2,   345.07,2,     70.7,2,    29.65,2,     1.90,2,   5.9055,2,   2.9618,2,   0.4451,2,    4.961,2,    1.502,2
  09AR20071216,  CEAMARC,    21,  1,     15,     15,2,20071228,1809,-66.8782, 142.6620,  412,     30.0,  -1.2311,  34.4644,2,-999.0000,9,   348.97,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    5.435,2,    1.505,2
  09AR20071216,  CEAMARC,    21,  1,     14,     14,2,20071228,1809,-66.8782, 142.6620,  412,     60.5,  -1.2471,  34.4690,2,  34.4695,2,   342.82,2,   344.94,2,     71.0,2,    29.85,2,     1.89,2,   5.7916,2,   2.8934,2,   0.4404,2,    5.275,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,     13,     13,2,20071228,1809,-66.8782, 142.6620,  412,     60.3,  -1.2499,  34.4689,2,-999.0000,9,   342.82,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    5.041,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,     12,     12,2,20071228,1809,-66.8782, 142.6620,  412,     98.7,  -1.3052,  34.4693,2,  34.4695,2,   340.38,2,   340.33,2,     71.6,2,    30.01,2,     1.93,2,   5.8004,2,   2.9292,2,   0.4468,2,    4.107,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,     11,     11,2,20071228,1809,-66.8782, 142.6620,  412,     98.7,  -1.3119,  34.4693,2,-999.0000,9,   340.38,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    3.715,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,     10,     10,2,20071228,1809,-66.8782, 142.6620,  412,    149.1,  -1.4599,  34.4717,2,  34.4725,2,   334.53,2,   332.82,2,     73.3,2,    30.78,2,     2.02,2,   5.6823,2,   2.8628,2,   0.4168,2,    1.885,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      9,      9,2,20071228,1809,-66.8782, 142.6620,  412,    148.9,  -1.4718,  34.4720,2,-999.0000,9,   335.73,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    1.851,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      8,      8,2,20071228,1809,-66.8782, 142.6620,  412,    199.8,  -1.7021,  34.4785,2,  34.4785,2,   322.81,2,   322.51,2,     75.8,2,    31.66,2,     2.10,2,   5.4814,2,   2.7544,2,   0.4245,2,    0.544,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      7,      7,2,20071228,1809,-66.8782, 142.6620,  412,    199.6,  -1.7019,  34.4785,2,-999.0000,9,   322.81,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.525,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      6,      6,2,20071228,1809,-66.8782, 142.6620,  412,    249.8,  -1.7217,  34.4979,2,  34.4972,2,   326.11,2,   327.54,2,     75.8,2,    31.80,2,     2.10,2,   5.4369,2,   2.8549,2,   0.4242,2,    0.272,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      5,      5,2,20071228,1809,-66.8782, 142.6620,  412,    249.7,  -1.7252,  34.4981,2,-999.0000,9,   326.11,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.290,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      4,      4,2,20071228,1809,-66.8782, 142.6620,  412,    349.1,  -1.7977,  34.5091,2,  34.5115,2,   321.93,2,   318.94,2,     77.3,2,    32.12,2,     2.12,2,   5.3632,6,   2.7245,6,   0.4118,6,    0.133,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      3,      3,2,20071228,1809,-66.8782, 142.6620,  412,    349.2,  -1.7980,  34.5093,2,-999.0000,9,   321.93,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.132,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      2,      2,2,20071228,1809,-66.8782, 142.6620,  412,    421.5,  -1.8152,  34.5194,2,  34.5197,2,   323.53,2,   323.63,2,     77.5,2,    31.25,3,     2.13,2,   5.4228,2,   2.7351,2,   0.3902,2,    0.097,2,    0.001,2
  09AR20071216,  CEAMARC,    21,  1,      1,      1,2,20071228,1809,-66.8782, 142.6620,  412,    421.6,  -1.8155,  34.5196,2,-999.0000,9,   323.53,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.098,2,    0.001,2
  09AR20071216,  CEAMARC,    22,  1,     24,     24,2,20071229,0012,-66.7570, 143.2887,  169,      4.0,  -0.8353,  34.3434,2,  34.3431,2,  -999.00,5,   356.80,2,     58.5,2,    27.06,2,     1.64,2,   5.9336,2,   3.0606,2,   0.4596,2,    1.037,2,    4.009,2
  09AR20071216,  CEAMARC,    22,  1,     23,     23,2,20071229,0012,-66.7570, 143.2887,  169,      4.0,  -0.8687,  34.3436,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    1.581,2,    3.955,2
