BOTTLE,20160220CCHSIOCBG
# removed leg 2 stations 127 - 250
# changed flag to 9 for fill value at 73-2-19-19, 122-1-7-7, and 122-1-5-37 for DELC14
# BOTTLE,20160211PRINUNIVRMK
# 12/17/15 revised H3 data from Jenkins 
# 9/18/14 Added Jenkins tritium data 
# 9/17/14 Added Jenkins helium and neon data after averaging one duplicate 
# BOTTLE,20120509CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb  
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/2012.05.09_DOC_cberys/processing/exchange/orig_hy1.csv  2012-05-09 
#  merged DOC  
# BOTTLE,20110720CCHDOSIOCBG 
#  CHLORA units changed from 'UG/KG' to 'UGM/L' 
# BOTTLE,20110718CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb  
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/2011.07.18_talk-ph_cberys/original_hy1.csv  2011-07-18 
#  merged TCARBN  
# BOTTLE,20110610CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb 
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/201106006_p06_2009_ph-cfc_merge_cberys/p06_original_merged_hy1.csv  2011-06- 
#  merged ALKALI, PH, SF6, CFC-12, CFC-11  
# BOTTLE,20100913CCHDOSIOCBG 
# code: copy_exchange_bot.rb (J. Fields) 
# citations added by A. Barna 
# BOTTLE,20100308DBK 
# BOTTLE,20100210ODF 
#  Data provided by: 
#  PARAMETER/PROGRAM        Affiliation    PI               email 
#  -----------------------  -------------  ---------------  ------------------------------- 
#  CTDO/Rosette, NUTs, O2,  UCSD/SIO       James H. Swift   jswift@ucsd.edu 
#    SAL, Data Processing 
#  CO2-Alkalinity, pH       UM/RSMAS       Frank Millero    fmillero@rsmas.miami.edu 
#  CO2-DIC/Underway pCO2    NOAA/AOML      Rik Wanninkhof   Rik.Wanninkhof@noaa.gov 
#  CFCs                     UM/RSMAS       Rana Fine        rfine@rsmas.miami.edu 
#                           U. Washington  Mark War         nermwarner@ocean.washington.edu 
#  Helium/Tritium           WHOI           William Jenkins  wjenkins@whoi.edu 
#  DOC/TDN                  UM/RSMAS       Craig Carlson    carlson@lifesci.ucsb.edu 
#  13C/14C                  WHOI           Ann McNichol     amcnichol@whoi.edu 
#                           Princeton      Robert Key       key@Princeton.EDU 
#  Trace Elements           UHawaii        Chris Measures   chrism@soest.hawaii.edu 
#    (Leg 1 only)           FSU            Bill Landing     landing@ocean.fsu.edu 
#  ADCP/LADCP               UHawaii        Eric Firing      efiring@soest.hawaii.edu 
#  APEX and Iridium Floats  CSIRO          Anne Thresher    Ann.Thresher@csiro.au 
#  Transmissometer          TAMU           Wilf Gardner     wgardner@tamu.edu 
#  CDOM                     UCSB           Norm Nelson      norm@icess.ucsb.edu 
#                           UCSB           Craig Carlson    carlson@lifesci.ucsb.edu 
#  Isotopic Composition of  U. Mass.       Mark Altabet     maltabet@umassd.edu 
#    Nitrate 
#  Following American Geophysical Union recommendations, 
#  the data should be cited as: data provider(s), cruise name  
#  or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic 
#  Data Office, La Jolla, CA USA," and data file date. For further 
#  information", please contact one of the parties listed above or 
#  cchdo@ucsd.edu. Users are also requested to acknowledge the 
#  NSF/NOAA-funded U.S. Repeat Hydrography Program in publications 
#  resulting from their use. 
  318M20091121,   P06,    39,  1,     11,     11,2,20091201,2306,-30.0800, 165.9401, 2391,   1043.5,   5.5111,  34.4712,  34.4715,2,    187.8,2,    187.5,2,    36.61,2,    28.99,2,     0.00,2,     2.02,2,    0.750,2,    0.388,2, -999.000,1,    0.118,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   5.4199,   5.5125,2
  318M20091121,   P06,    39,  1,     10,     10,2,20091201,2302,-30.0800, 165.9401, 2391,   1140.3,   5.0093,  34.4847,  34.4845,2,    181.0,2,    179.7,2,    46.35,2,    30.40,2,     0.00,2,     2.13,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   4.9131,   5.0094,2
  318M20091121,   P06,    39,  1,      9,      9,2,20091201,2258,-30.0800, 165.9401, 2391,   1242.1,   4.5090,  34.5029,  34.5010,2,    173.3,2,    173.4,2,    56.33,2,    31.56,2,     0.00,2,     2.22,2,    0.385,2,    0.208,2, -999.000,1,        0,2,   -999.0,9,   2326.6,2,   7.6220,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   4.4080,   4.5082,2
  318M20091121,   P06,    39,  1,      8,      8,2,20091201,2254,-30.0800, 165.9401, 2391,   1344.5,   4.0214,  34.5250,  34.5240,2,    168.6,2,    168.3,2,    66.56,2,    32.52,2,     0.00,2,     2.29,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   3.9159,   4.0215,2
  318M20091121,   P06,    39,  1,      7,      7,2,20091201,2250,-30.0800, 165.9401, 2391,   1446.4,   3.5540,  34.5539,  34.5525,2,    162.6,2,    161.5,2,    77.86,2,    33.52,2,     0.00,2,     2.37,2,    0.174,2,    0.100,2, -999.000,1,        0,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   3.4445,   3.5584,2
  318M20091121,   P06,    39,  1,      6,      6,2,20091201,2245,-30.0800, 165.9401, 2391,   1548.5,   3.1525,  34.5820,  34.5813,2,    157.8,2,    157.1,2,    88.16,2,    34.19,2,     0.00,2,     2.43,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   2362.5,2,   7.5907,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   3.0388,   3.1513,2
  318M20091121,   P06,    39,  1,      5,      5,2,20091201,2240,-30.0800, 165.9401, 2391,   1677.0,   2.8462,  34.6036,  34.6021,2,    154.2,2,    154.8,2,    96.02,2,    34.64,2,     0.00,2,     2.45,2,    0.049,2,    0.034,2, -999.000,1,        0,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.7252,   2.8466,2
  318M20091121,   P06,    39,  1,      4,      4,2,20091201,2234,-30.0800, 165.9401, 2391,   1881.5,   2.4941,  34.6315,  34.6318,2,    153.3,2,    154.4,2,   104.92,2,    35.04,2,     0.00,2,     2.48,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   2379.9,6,   7.5837,6,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.3604,   2.4914,3
  318M20091121,   P06,    39,  1,      3,      3,2,20091201,2228,-30.0800, 165.9401, 2391,   2101.6,   2.2143,  34.6551,  34.6535,2,    153.4,2,    153.7,2,   110.72,2,    35.14,2,     0.00,2,     2.49,2,    0.016,2,    0.014,2, -999.000,1,        0,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.0658,   2.2141,2
  318M20091121,   P06,    39,  1,      2,      2,2,20091201,2221,-30.0800, 165.9401, 2391,   2357.8,   2.0392,  34.6709,  34.6703,2,    155.6,2,    155.4,2,   114.47,2,    35.08,2,     0.00,2,     2.49,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.8709,   2.0392,2
  318M20091121,   P06,    39,  1,      1,      1,2,20091201,2218,-30.0800, 165.9401, 2391,   2418.7,   2.0256,  34.6723,  34.6725,2,    155.6,2,    155.4,2,   115.30,2,    35.13,2,     0.00,2,     2.49,2,    0.022,2,    0.017,2, -999.000,1,        0,2,   -999.0,9,   2394.2,2,   7.6046,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.8521,   2.0252,2
  318M20091121,   P06,    40,  1,     31,     31,2,20091202,0641,-30.0799, 166.4700, 3122,      4.2,  22.3904,  35.7233,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  22.3896,  22.3865,2
  318M20091121,   P06,    40,  1,     30,     30,2,20091202,0641,-30.0799, 166.4700, 3122,      4.3,  22.3555,  35.7243,  35.7239,2,    223.1,2,    222.9,2,     0.39,2,     0.00,2,     0.00,2,     0.08,2,    2.095,2,    1.272,2, -999.000,1,    1.147,2,   2031.1,2,   2336.3,6,   8.0448,6,    25.00,     62.2,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  22.3546,  22.3536,2
  318M20091121,   P06,    40,  1,     29,     29,2,20091202,0638,-30.0799, 166.4700, 3122,     19.3,  21.8621,  35.7349,  35.7346,2,    225.9,2,    225.5,2,     0.19,2,     0.00,2,     0.00,2,     0.07,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2031.1,2,   2338.7,2,   8.0485,2,    25.00,     58.8,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.8583,  21.8557,2
  318M20091121,   P06,    40,  1,     28,     28,2,20091202,0636,-30.0799, 166.4700, 3122,     39.7,  20.3834,  35.6694,  35.6735,2,    238.4,2,    238.1,2,    -0.03,2,     0.00,2,     0.00,2,     0.06,2,    2.249,2,    1.365,2, -999.000,1,    1.217,2,   2025.0,2,   2334.9,2,   8.0548,2,    25.00,     60.5,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  20.3760,  20.3700,2
  318M20091121,   P06,    40,  1,     27,     27,2,20091202,0634,-30.0799, 166.4700, 3122,     65.4,  18.8401,  35.5947,  35.5955,2,    231.2,2,    231.4,2,     0.15,2,    -0.01,2,     0.01,2,     0.13,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2034.8,2,   2331.1,2,   8.0310,2,    25.00,     56.1,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.8285,  18.8557,2
  318M20091121,   P06,    40,  1,     26,     26,2,20091202,0631,-30.0799, 166.4700, 3122,     89.3,  18.3116,  35.5950,  35.5947,2,    218.5,2,    218.4,4,     0.33,2,     1.06,2,     0.19,2,     0.21,2,    2.335,2,    1.401,2, -999.000,1,    1.154,2,   2050.5,2,   2326.7,2,   8.0025,2,    25.00,     49.8,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.2961,  18.3123,2
  318M20091121,   P06,    40,  1,     25,     25,2,20091202,0628,-30.0799, 166.4700, 3122,    134.9,  17.7222,  35.5818,  35.5813,2,    204.3,2,    201.8,2,     1.10,2,     4.32,2,     0.02,2,     0.38,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2070.0,2,   2325.8,2,   7.9707,2,    25.00,     49.3,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.6992,  17.7209,2
  318M20091121,   P06,    40,  1,     24,     24,2,20091202,0626,-30.0799, 166.4700, 3122,    185.6,  16.9153,  35.5330,  35.5291,2,    209.6,2,    204.9,2,     1.29,2,     5.02,2,     0.02,2,     0.44,2,    2.435,2,    1.434,2, -999.000,1,    1.017,2,   2077.4,2,   2324.6,2,   7.9239,2,    25.00,     45.9,3, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  16.8847,  16.9155,2
  318M20091121,   P06,    40,  1,     23,     23,2,20091202,0623,-30.0799, 166.4700, 3122,    236.6,  16.0246,  35.4685,  35.4659,2,    200.2,2,    199.3,2,     1.87,2,     7.01,2,     0.02,2,     0.56,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2090.2,2,   2323.6,2,   7.9195,2,    25.00,     47.8,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  15.9869,  16.0272,2
  318M20091121,   P06,    40,  1,     22,     22,2,20091202,0621,-30.0799, 166.4700, 3122,    284.2,  14.9361,  35.3569,  35.3559,2,    191.8,2,    189.7,2,     2.64,2,     9.59,2,     0.01,2,     0.72,2,    2.477,2,    1.415,2, -999.000,1,     0.91,2,   2105.9,2,   2318.6,2,   7.8802,2,    25.00,     46.2,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  14.8929,  14.9378,2
  318M20091121,   P06,    40,  1,     21,     21,2,20091202,0618,-30.0799, 166.4700, 3122,    335.9,  13.8106,  35.2539,  35.2535,2,    192.1,2,    192.5,2,     3.41,2,    11.21,2,     0.01,2,     0.83,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2114.1,2,   2313.7,2,   7.8543,2,    25.00,     44.2,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  13.7622,  13.8105,2
  318M20091121,   P06,    40,  1,     20,     20,2,20091202,0616,-30.0799, 166.4700, 3122,    383.8,  12.8608,  35.1608,  35.1567,2,    194.5,2,    196.1,2,     4.18,2,    12.64,2,     0.01,2,     0.92,2,    2.550,2,    1.422,2, -999.000,1,    0.731,2,   2121.0,2,   2307.6,2,   7.8331,2,    25.00,     44.3,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  12.8079,  12.9015,3
  318M20091121,   P06,    40,  1,     19,     19,2,20091202,0612,-30.0799, 166.4700, 3122,    466.6,  11.3620,  34.9698,  34.9696,2,    195.7,2,    196.3,2,     5.76,2,    15.63,2,     0.01,2,     1.11,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2131.4,2,   2299.8,2,   7.7945,2,    25.00,     45.9,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  11.3026,  11.3691,2
  318M20091121,   P06,    40,  1,     18,     18,2,20091202,0609,-30.0799, 166.4700, 3122,    567.9,  10.0307,  34.8093,  34.8063,2,    196.3,2,    189.7,4,     8.32,2,    18.63,2,     0.01,2,     1.31,2,    2.341,2,    1.258,2, -999.000,1,    0.656,2,   2142.4,2,   2294.7,2,   7.7595,2,    25.00,     41.9,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   9.9636,  10.0192,2
  318M20091121,   P06,    40,  1,     17,     17,5,20091202,0605,-30.0799, 166.4700, 3122,    669.4,   8.6212,  34.6473,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   8.5487,   8.6229,2
  318M20091121,   P06,    40,  1,     16,     16,2,20091202,0602,-30.0799, 166.4700, 3122,    769.5,   7.7742,  34.5639,  34.5629,2,    198.1,2,    199.3,2,    14.86,2,    23.33,2,     0.00,2,     1.63,2,    1.732,2,    0.889,2, -999.000,1,    0.365,2,   2158.1,2,   2290.7,2,   7.7107,2,    25.00,     41.6,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   7.6952,   7.7714,2
  318M20091121,   P06,    40,  1,     15,     15,2,20091202,0557,-30.0799, 166.4700, 3122,    870.5,   6.8121,  34.4914,  34.4909,2,    195.3,2,    199.8,2,    20.24,2,    25.40,2,     0.00,2,     1.77,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2168.1,2,   2292.4,2,   7.6927,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   6.7285,   6.8112,2
  318M20091121,   P06,    40,  1,     14,     14,2,20091202,0553,-30.0799, 166.4700, 3122,    970.7,   5.9223,  34.4501,  34.4495,2,    195.2,2,    195.5,2,    28.04,2,    27.61,2,     0.00,2,     1.93,2,    0.954,2,    0.481,2, -999.000,1,    0.156,2,   2180.3,2,   2298.0,2,   7.6690,2,    25.00,     36.9,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   5.8349,   5.9223,2
  318M20091121,   P06,    40,  1,     13,     13,2,20091202,0549,-30.0799, 166.4700, 3122,   1073.5,   5.4423,  34.4469,  34.4462,2,    189.9,2,    189.9,2,    34.65,2,    28.84,2,     0.00,2,     2.01,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2195.6,2,   2308.5,6,   7.6557,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   5.3488,   5.4441,2
  318M20091121,   P06,    40,  1,     12,     12,2,20091202,0545,-30.0799, 166.4700, 3122,   1174.8,   4.9377,  34.4624,  34.4625,2,    182.3,2,    182.8,2,    44.32,2,    30.18,2,     0.00,2,     2.10,2,    0.522,2,    0.268,2, -999.000,1,        0,2,   2211.0,2,   2319.2,2,   7.6415,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   4.8390,   4.9373,2
  318M20091121,   P06,    40,  1,     11,     11,2,20091202,0541,-30.0799, 166.4700, 3122,   1276.0,   4.2938,  34.4828,  34.4839,2,    176.3,2,    174.9,2,    56.88,2,    31.62,2,     0.00,2,     2.22,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2229.5,2,   2332.9,2,   7.6241,2,    25.00,     35.3,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   4.1918,   4.2909,2
  318M20091121,   P06,    40,  1,     10,     10,2,20091202,0538,-30.0799, 166.4700, 3122,   1375.4,   3.7769,  34.5286,  34.5276,2,    166.8,2,    166.1,2,    71.14,2,    32.76,2,     0.00,2,     2.31,2,    0.209,2,    0.115,2, -999.000,1,        0,2,   2248.5,2,   2346.4,2,   7.6059,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   3.6713,   3.7778,2
  318M20091121,   P06,    40,  1,      9,      9,2,20091202,0535,-30.0799, 166.4700, 3122,   1478.0,   3.3137,  34.5697,  34.5689,2,    159.2,2,    158.7,2,    83.81,2,    33.66,2,     0.00,2,     2.38,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2266.6,2,   2359.7,2,   7.5940,2,    25.00,     35.5,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   3.2042,   3.3144,2
  318M20091121,   P06,    40,  1,      8,      8,2,20091202,0531,-30.0799, 166.4700, 3122,   1579.0,   3.0577,  34.5867,  34.5860,2,    155.5,2,    155.5,2,    90.57,2,    34.16,2,     0.00,2,     2.42,2,    0.074,2,    0.047,2, -999.000,1,        0,2,   2273.8,2,   2364.3,2,   7.5896,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.9425,   3.0571,2
  318M20091121,   P06,    40,  1,      7,      7,2,20091202,0526,-30.0799, 166.4700, 3122,   1750.9,   2.7452,  34.6106,  34.6092,2,    152.9,2,    153.6,2,    98.39,2,    34.61,2,     0.00,2,     2.44,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2283.9,2,   2370.9,2,   7.5841,2,    25.00,     35.5,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.6192,   2.7453,2
  318M20091121,   P06,    40,  1,      6,      6,2,20091202,0521,-30.0799, 166.4700, 3122,   1953.2,   2.4211,  34.6376,  34.6366,2,    152.2,2,    152.3,2,   106.20,2,    34.80,2,     0.00,2,     2.46,2,    0.088,4,    0.065,4, -999.000,1,        0,2,   2295.1,2,   2382.7,2,   7.5829,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.2823,   2.4214,2
  318M20091121,   P06,    40,  1,      5,      5,2,20091202,0516,-30.0799, 166.4700, 3122,   2187.8,   2.1957,  34.6576,  34.6563,2,    153.3,2,    153.9,2,   110.94,2,    34.91,2,     0.00,2,     2.46,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2300.0,2,   2394.4,2,   7.5819,2,    25.00,     35.2,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   2.0399,   2.1957,2
  318M20091121,   P06,    40,  1,      4,      4,2,20091202,0509,-30.0799, 166.4700, 3122,   2445.6,   2.0781,  34.6686,  34.6679,2,    154.3,2,    154.2,2,   113.61,2,    34.91,2,     0.00,2,     2.45,2,    0.023,2,    0.015,2, -999.000,1,        0,2,   2303.3,2,   2396.1,2,   7.5854,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.9012,   2.0780,2
  318M20091121,   P06,    40,  1,      3,      3,2,20091202,0504,-30.0799, 166.4700, 3122,   2695.4,   2.0118,  34.6754,  34.6744,2,    155.2,2,    155.5,2,   115.47,2,    34.85,2,     0.00,2,     2.45,2, -999.000,9, -999.000,9, -999.000,9,     -999,9,   2305.0,2,   2407.4,4,   7.5882,2,    25.00,     37.5,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.8131,   2.0115,2
  318M20091121,   P06,    40,  1,      2,      2,2,20091202,0457,-30.0799, 166.4700, 3122,   2948.7,   1.9238,  34.6832,  34.6831,2,    157.9,2,    157.8,2,   117.52,2,    34.70,2,     0.00,2,     2.44,2,    0.023,2,    0.017,2, -999.000,1,        0,2,   2304.6,2,   2396.4,2,   7.5902,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.7026,   1.9236,2
  318M20091121,   P06,    40,  1,      1,      1,2,20091202,0449,-30.0799, 166.4700, 3122,   3146.9,   1.9189,  34.6848,  34.6861,2,    158.9,2,    158.8,2,   117.93,2,    34.56,2,     0.00,2,     2.44,2,    0.028,2,    0.021,2, -999.000,1,        0,2,   2304.5,2,   2397.3,6,   7.5959,6,    25.00,     39.4,2, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,   1.6783,   1.9188,2
  318M20091121,   P06,    41,  2,     29,     29,2,20091202,1316,-30.0801, 167.0000, 2839,      5.1,  22.3337,  35.7163,  35.7167,2,    221.7,2,    222.5,2,     0.46,2,     0.00,2,     0.00,2,     0.08,2,    2.035,2,    1.261,2, -999.000,1,    1.265,2,   -999.0,9,   2336.0,2,   8.0486,2,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  22.3327,  22.3325,2
  318M20091121,   P06,    41,  2,     28,     28,2,20091202,1314,-30.0801, 167.0000, 2839,     24.2,  21.5153,  35.6751,  35.6752,2,    228.5,2,    228.8,2,     0.25,2,     0.03,2,     0.00,2,     0.08,2,    2.122,2,    1.283,2, -999.000,1,    1.246,2,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.5106,  21.5233,2
  318M20091121,   P06,    41,  2,     27,     27,2,20091202,1311,-30.0801, 167.0000, 2839,     49.7,  19.9712,  35.5999,  35.6080,2,    235.2,2,    234.8,2,     0.24,2,     0.00,2,     0.00,2,     0.09,2,    2.206,6,    1.334,6, -999.000,1,    1.135,6,   -999.0,9,   2328.5,6,   8.0500,6,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  19.9620,  19.9636,3
